split,dataset,example_id,condition,evidence_recall,precision,mrr,ndcg,any_hit,path_completion,missed_evidence,requested_chunks,requested_token_budget,materialized_chunks,materialized_tokens,selected_chunk_ids,positive_chunk_ids,positive_indices,graph_facets,graph_edges,graph_memory_bytes,graph_ms,cluster_ms,score_ms,selection_ms,routing_ms,cluster_iterations,cluster_converged,peak_graph_gpu_bytes,device
test,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,global_semantic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=148|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=8|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=137|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=92,benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=0|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=1|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=2|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=3|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=4,0|1|82|93|104,0,0,0,0.0,0.0,0.9943000040948391,1.0400998871773481,2.0343998912721872,0,0,0,cuda
test,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,paper25_multiscale,0.2,0.25,0.25,0.16812753627111746,1.0,0.0,0.8,4,128,0,0,benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=8|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=92|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=128|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=4,benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=0|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=1|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=2|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=3|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=4,0|1|82|93|104,0,0,0,0.0,0.0,0.7963001262396574,0.8938000537455082,1.6901001799851656,0,0,0,cuda
test,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,paper25_clause,0.2,0.25,0.25,0.16812753627111746,1.0,0.0,0.8,4,128,0,0,benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=8|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=92|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=128|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=4,benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=0|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=1|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=2|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=3|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=4,0|1|82|93|104,0,0,0,0.0,0.0,0.7166999857872725,0.8549999911338091,1.5716999769210815,0,0,0,cuda
test,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,embedding_kmeans,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=128|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=92|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=8|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=140,benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=0|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=1|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=2|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=3|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=4,0|1|82|93|104,0,0,0,0.0,0.0,0.734600005671382,0.9099000599235296,1.6445000655949116,0,0,0,cuda
test,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,graph_cc,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=8|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=148|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=137|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=92,benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=0|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=1|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=2|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=3|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=4,0|1|82|93|104,2,30,1104,3.195500001311302,4.68370015732944,0.7444999646395445,0.9123000781983137,9.5360002014786,3,1,9497088,cuda
test,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,graph_label_propagation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=32|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=128|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=148|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=99,benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=0|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=1|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=2|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=3|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=4,0|1|82|93|104,3,30,1104,3.7010000087320805,12.674099998548627,0.6644998211413622,0.8849999867379665,17.924599815160036,3,1,9511424,cuda
test,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,paper26_bm25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=52|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=132|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=8|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=156,benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=0|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=1|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=2|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=3|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=4,0|1|82|93|104,0,0,0,0.0,0.0,0.0,54.16770000010729,54.16770000010729,0,0,0,cuda
test,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,paper26_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=8|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=137|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=27|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=156,benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=0|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=1|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=2|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=3|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=4,0|1|82|93|104,0,0,0,0.0,0.0,0.0,47.61340003460646,47.61340003460646,0,0,0,cuda
test,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,graph_cc_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=8|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=137|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=52|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=156,benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=0|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=1|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=2|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=3|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=4,0|1|82|93|104,2,30,1104,3.195500001311302,4.68370015732944,0.7444999646395445,41.427699849009514,50.0513999722898,3,1,9497088,cuda
test,qasper,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,graph_label_propagation_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=8|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=137|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=27|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=156,benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=0|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=1|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=2|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=3|benchmark://qasper/2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde#chunk=4,0|1|82|93|104,3,30,1104,3.7010000087320805,12.674099998548627,0.6644998211413622,35.54090019315481,52.58050002157688,3,1,9511424,cuda
test,2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,global_semantic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=27|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=30|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=24|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=25,benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=16|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=33|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=34,7|8|27|28,0,0,0,0.0,0.0,0.6693999748677015,0.8622000459581614,1.5316000208258629,0,0,0,cuda
test,2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,paper25_multiscale,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=27|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=32|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=24|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=40,benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=16|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=33|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=34,7|8|27|28,0,0,0,0.0,0.0,0.6862999871373177,0.708199804648757,1.3944997917860746,0,0,0,cuda
test,2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,paper25_clause,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=32|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=27|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=24|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=40,benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=16|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=33|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=34,7|8|27|28,0,0,0,0.0,0.0,0.597700010985136,0.7050998974591494,1.3027999084442854,0,0,0,cuda
test,2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,embedding_kmeans,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=32|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=27|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=24|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=30,benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=16|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=33|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=34,7|8|27|28,0,0,0,0.0,0.0,0.7939999923110008,0.7012998685240746,1.4952998608350754,0,0,0,cuda
test,2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,graph_cc,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=27|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=30|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=24|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=25,benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=16|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=33|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=34,7|8|27|28,2,32,1208,5.822499981150031,7.580700097605586,1.3635000213980675,1.1800001375377178,15.946700237691402,5,1,9110528,cuda
test,2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,graph_label_propagation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=27|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=30|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=24|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=25,benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=16|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=33|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=34,7|8|27|28,4,32,1208,4.732999950647354,13.701800024136901,1.5036000404506922,1.1758001055568457,21.114200120791793,3,1,9124352,cuda
test,2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,paper26_bm25,0.75,0.75,1.0,0.75369761125927,1.0,0.0,0.25,4,128,0,0,benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=30|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=34|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=33,benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=16|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=33|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=34,7|8|27|28,0,0,0,0.0,0.0,0.0,17.146300058811903,17.146300058811903,0,0,0,cuda
test,2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,paper26_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=27|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=30|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=24|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=40,benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=16|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=33|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=34,7|8|27|28,0,0,0,0.0,0.0,0.0,14.833200024440885,14.833200024440885,0,0,0,cuda
test,2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,graph_cc_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=27|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=30|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=24|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=40,benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=16|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=33|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=34,7|8|27|28,2,32,1208,5.822499981150031,7.580700097605586,1.3635000213980675,20.759599981829524,35.52630008198321,5,1,9110528,cuda
test,2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,graph_label_propagation_hybrid,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,128,0,0,benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=27|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=30|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=24|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=40,benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=16|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=33|benchmark://2wikimultihopqa/0008d48808a011ebbd78ac1f6bf848b6#chunk=34,7|8|27|28,4,32,1208,4.732999950647354,13.701800024136901,1.5036000404506922,12.019800022244453,31.9582000374794,3,1,9124352,cuda
test,2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,global_semantic,0.25,0.25,0.5,0.24630238874073,1.0,0.0,0.75,4,128,0,0,benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=18|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=0|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=13,benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=10|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=11|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=9,2|3|7|24,0,0,0,0.0,0.0,0.782000133767724,0.788399949669838,1.570400083437562,0,0,0,cuda
test,2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,paper25_multiscale,0.25,0.25,1.0,0.3903800499921017,1.0,0.0,0.75,4,128,0,0,benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=2|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=3|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=0,benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=10|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=11|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=9,2|3|7|24,0,0,0,0.0,0.0,0.565399881452322,0.7374000269919634,1.3027999084442854,0,0,0,cuda
test,2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,paper25_clause,0.25,0.25,0.5,0.24630238874073,1.0,0.0,0.75,4,128,0,0,benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=2|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=3|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=1,benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=10|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=11|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=9,2|3|7|24,0,0,0,0.0,0.0,0.5244999192655087,0.6105001084506512,1.1350000277161598,0,0,0,cuda
test,2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,embedding_kmeans,0.25,0.25,0.3333333333333333,0.19519002499605084,1.0,0.0,0.75,4,128,0,0,benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=2|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=18|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=3,benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=10|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=11|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=9,2|3|7|24,0,0,0,0.0,0.0,0.515699852257967,0.7235000375658274,1.2391998898237944,0,0,0,cuda
test,2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,graph_cc,0.25,0.25,1.0,0.3903800499921017,1.0,0.0,0.75,4,128,0,0,benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=2|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=3|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=0,benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=10|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=11|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=9,2|3|7|24,3,52,1936,6.350999930873513,8.67950008250773,0.6234000902622938,0.740499934181571,16.394400037825108,6,1,9128448,cuda
test,2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,graph_label_propagation,0.25,0.25,0.5,0.24630238874073,1.0,0.0,0.75,4,128,0,0,benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=18|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=0|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=13,benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=10|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=11|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=15|benchmark://2wikimultihopqa/0017cac508be11ebbd8aac1f6bf848b6#chunk=9,2|3|7|24,6,52,1936,3.2084002159535885,14.515099814161658,0.6873998790979385,0.6130998954176903,19.023999804630876,3,1,9146368,cuda
