dataset,split,example_id,condition,lexical_channel,lexical_weight,selected_chunks,index_bytes_per_chunk,routing_dots,evidence_recall,evidence_precision,any_evidence,chain_completion,exact_identity,mrr,requested_chunks
2wikimultihopqa,validation,8cd0aab708e711ebbda6ac1f6bf848b6,exact_w1.00,exact,1.0,6 7 0 1,2048,10240,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,8cd0aab708e711ebbda6ac1f6bf848b6,bm25_w0.00,bm25,0.0,0 7 1 6,2048,10240,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,8cd0aab708e711ebbda6ac1f6bf848b6,bm25_w0.25,bm25,0.25,0 7 6 1,2048,10240,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,8cd0aab708e711ebbda6ac1f6bf848b6,bm25_w0.50,bm25,0.5,0 6 7 1,2048,10240,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,8cd0aab708e711ebbda6ac1f6bf848b6,bm25_w0.75,bm25,0.75,0 6 7 1,2048,10240,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,8cd0aab708e711ebbda6ac1f6bf848b6,bm25_w1.00,bm25,1.0,0 6 7 3,2048,10240,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,a813d16b094911ebbdaeac1f6bf848b6,exact_w0.00,exact,0.0,32 22 37 36,2048,39936,0.75,0.75,1.0,1.0,0.0,0.5,4.0
2wikimultihopqa,validation,a813d16b094911ebbdaeac1f6bf848b6,exact_w0.25,exact,0.25,22 32 36 37,2048,39936,0.75,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,a813d16b094911ebbdaeac1f6bf848b6,exact_w0.50,exact,0.5,22 21 23 36,2048,39936,0.75,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,a813d16b094911ebbdaeac1f6bf848b6,exact_w0.75,exact,0.75,22 21 23 25,2048,39936,0.5,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,a813d16b094911ebbdaeac1f6bf848b6,exact_w1.00,exact,1.0,21 22 23 25,2048,39936,0.5,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,a813d16b094911ebbdaeac1f6bf848b6,bm25_w0.00,bm25,0.0,32 22 37 36,2048,39936,0.75,0.75,1.0,1.0,0.0,0.5,4.0
2wikimultihopqa,validation,a813d16b094911ebbdaeac1f6bf848b6,bm25_w0.25,bm25,0.25,37 36 32 22,2048,39936,0.75,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,a813d16b094911ebbdaeac1f6bf848b6,bm25_w0.50,bm25,0.5,36 37 32 22,2048,39936,0.75,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,a813d16b094911ebbdaeac1f6bf848b6,bm25_w0.75,bm25,0.75,36 37 22 32,2048,39936,0.75,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,a813d16b094911ebbdaeac1f6bf848b6,bm25_w1.00,bm25,1.0,36 37 29 23,2048,39936,0.5,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,ad6e5c1c0baf11ebab90acde48001122,exact_w0.00,exact,0.0,36 9 35 8,2048,58368,1.0,1.0,1.0,1.0,1.0,1.0,4.0
2wikimultihopqa,validation,ad6e5c1c0baf11ebab90acde48001122,exact_w0.25,exact,0.25,9 36 8 35,2048,58368,1.0,1.0,1.0,1.0,1.0,1.0,4.0
2wikimultihopqa,validation,ad6e5c1c0baf11ebab90acde48001122,exact_w0.50,exact,0.5,9 36 8 10,2048,58368,0.75,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,ad6e5c1c0baf11ebab90acde48001122,exact_w0.75,exact,0.75,9 10 4 5,2048,58368,0.25,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,ad6e5c1c0baf11ebab90acde48001122,exact_w1.00,exact,1.0,4 5 7 9,2048,58368,0.25,0.25,1.0,0.0,0.0,0.25,4.0
2wikimultihopqa,validation,ad6e5c1c0baf11ebab90acde48001122,bm25_w0.00,bm25,0.0,36 9 35 8,2048,58368,1.0,1.0,1.0,1.0,1.0,1.0,4.0
2wikimultihopqa,validation,ad6e5c1c0baf11ebab90acde48001122,bm25_w0.25,bm25,0.25,9 36 8 4,2048,58368,0.75,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,ad6e5c1c0baf11ebab90acde48001122,bm25_w0.50,bm25,0.5,9 4 10 8,2048,58368,0.5,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,ad6e5c1c0baf11ebab90acde48001122,bm25_w0.75,bm25,0.75,4 10 7 9,2048,58368,0.25,0.25,1.0,0.0,0.0,0.25,4.0
2wikimultihopqa,validation,ad6e5c1c0baf11ebab90acde48001122,bm25_w1.00,bm25,1.0,4 10 7 13,2048,58368,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,validation,b2ed53540bdd11eba7f7acde48001122,exact_w0.00,exact,0.0,58 56 57 59,2048,73728,0.5,1.0,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,b2ed53540bdd11eba7f7acde48001122,exact_w0.25,exact,0.25,58 35 56 57,2048,73728,0.5,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,b2ed53540bdd11eba7f7acde48001122,exact_w0.50,exact,0.5,35 33 40 41,2048,73728,0.125,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,b2ed53540bdd11eba7f7acde48001122,exact_w0.75,exact,0.75,35 33 40 41,2048,73728,0.125,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,b2ed53540bdd11eba7f7acde48001122,exact_w1.00,exact,1.0,33 35 37 40,2048,73728,0.125,0.25,1.0,0.0,0.0,0.5,4.0
2wikimultihopqa,validation,b2ed53540bdd11eba7f7acde48001122,bm25_w0.00,bm25,0.0,58 56 57 59,2048,73728,0.5,1.0,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,b2ed53540bdd11eba7f7acde48001122,bm25_w0.25,bm25,0.25,56 58 64 57,2048,73728,0.375,0.75,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,b2ed53540bdd11eba7f7acde48001122,bm25_w0.50,bm25,0.5,64 56 35 65,2048,73728,0.25,0.5,1.0,1.0,0.0,0.5,4.0
2wikimultihopqa,validation,b2ed53540bdd11eba7f7acde48001122,bm25_w0.75,bm25,0.75,64 35 56 6,2048,73728,0.25,0.5,1.0,1.0,0.0,0.5,4.0
2wikimultihopqa,validation,b2ed53540bdd11eba7f7acde48001122,bm25_w1.00,bm25,1.0,6 64 35 40,2048,73728,0.125,0.25,1.0,0.0,0.0,0.3333333333333333,4.0
2wikimultihopqa,validation,bd2b5b320baf11ebab90acde48001122,exact_w0.00,exact,0.0,53 3 4 52,2048,62464,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,bd2b5b320baf11ebab90acde48001122,exact_w0.25,exact,0.25,52 56 53 3,2048,62464,0.5,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,bd2b5b320baf11ebab90acde48001122,exact_w0.50,exact,0.5,52 56 57 53,2048,62464,0.3333333333333333,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,bd2b5b320baf11ebab90acde48001122,exact_w0.75,exact,0.75,52 56 60 57,2048,62464,0.16666666666666666,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,bd2b5b320baf11ebab90acde48001122,exact_w1.00,exact,1.0,60 52 55 56,2048,62464,0.16666666666666666,0.25,1.0,0.0,0.0,0.5,4.0
2wikimultihopqa,validation,bd2b5b320baf11ebab90acde48001122,bm25_w0.00,bm25,0.0,53 3 4 52,2048,62464,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,bd2b5b320baf11ebab90acde48001122,bm25_w0.25,bm25,0.25,52 53 56 4,2048,62464,0.5,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,bd2b5b320baf11ebab90acde48001122,bm25_w0.50,bm25,0.5,52 56 53 54,2048,62464,0.3333333333333333,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,bd2b5b320baf11ebab90acde48001122,bm25_w0.75,bm25,0.75,52 55 56 54,2048,62464,0.16666666666666666,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,bd2b5b320baf11ebab90acde48001122,bm25_w1.00,bm25,1.0,55 52 54 56,2048,62464,0.16666666666666666,0.25,1.0,0.0,0.0,0.5,4.0
2wikimultihopqa,validation,c9238c7c0bda11eba7f7acde48001122,exact_w0.00,exact,0.0,10 8 5 9,2048,30720,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,c9238c7c0bda11eba7f7acde48001122,exact_w0.25,exact,0.25,6 8 4 0,2048,30720,0.5,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,c9238c7c0bda11eba7f7acde48001122,exact_w0.50,exact,0.5,6 4 0 14,2048,30720,0.3333333333333333,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,c9238c7c0bda11eba7f7acde48001122,exact_w0.75,exact,0.75,6 4 0 14,2048,30720,0.3333333333333333,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,c9238c7c0bda11eba7f7acde48001122,exact_w1.00,exact,1.0,0 2 4 6,2048,30720,0.3333333333333333,0.5,1.0,0.0,0.0,0.3333333333333333,4.0
2wikimultihopqa,validation,c9238c7c0bda11eba7f7acde48001122,bm25_w0.00,bm25,0.0,10 8 5 9,2048,30720,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,c9238c7c0bda11eba7f7acde48001122,bm25_w0.25,bm25,0.25,8 6 10 4,2048,30720,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,c9238c7c0bda11eba7f7acde48001122,bm25_w0.50,bm25,0.5,4 6 8 10,2048,30720,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,c9238c7c0bda11eba7f7acde48001122,bm25_w0.75,bm25,0.75,4 6 8 28,2048,30720,0.5,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,c9238c7c0bda11eba7f7acde48001122,bm25_w1.00,bm25,1.0,4 6 8 28,2048,30720,0.5,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,da8b3d7708fc11ebbdadac1f6bf848b6,exact_w0.00,exact,0.0,8 16 6 17,2048,27648,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,da8b3d7708fc11ebbdadac1f6bf848b6,exact_w0.25,exact,0.25,16 6 8 17,2048,27648,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,da8b3d7708fc11ebbdadac1f6bf848b6,exact_w0.50,exact,0.5,16 6 9 18,2048,27648,0.4,0.5,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,da8b3d7708fc11ebbdadac1f6bf848b6,exact_w0.75,exact,0.75,16 6 9 18,2048,27648,0.4,0.5,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,da8b3d7708fc11ebbdadac1f6bf848b6,exact_w1.00,exact,1.0,6 9 10 16,2048,27648,0.4,0.5,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,da8b3d7708fc11ebbdadac1f6bf848b6,bm25_w0.00,bm25,0.0,8 16 6 17,2048,27648,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,da8b3d7708fc11ebbdadac1f6bf848b6,bm25_w0.25,bm25,0.25,6 16 8 7,2048,27648,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,da8b3d7708fc11ebbdadac1f6bf848b6,bm25_w0.50,bm25,0.5,6 16 9 21,2048,27648,0.4,0.5,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,da8b3d7708fc11ebbdadac1f6bf848b6,bm25_w0.75,bm25,0.75,6 10 21 9,2048,27648,0.2,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,da8b3d7708fc11ebbdadac1f6bf848b6,bm25_w1.00,bm25,1.0,10 21 9 18,2048,27648,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,validation,e30de52a0bd911eba7f7acde48001122,exact_w0.00,exact,0.0,8 14 16 13,2048,30720,0.5,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,e30de52a0bd911eba7f7acde48001122,exact_w0.25,exact,0.25,14 13 8 15,2048,30720,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,e30de52a0bd911eba7f7acde48001122,exact_w0.50,exact,0.5,14 15 13 17,2048,30720,0.5,0.75,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,e30de52a0bd911eba7f7acde48001122,exact_w0.75,exact,0.75,14 15 17 13,2048,30720,0.5,0.75,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,e30de52a0bd911eba7f7acde48001122,exact_w1.00,exact,1.0,14 15 17 0,2048,30720,0.3333333333333333,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,e30de52a0bd911eba7f7acde48001122,bm25_w0.00,bm25,0.0,8 14 16 13,2048,30720,0.5,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,e30de52a0bd911eba7f7acde48001122,bm25_w0.25,bm25,0.25,8 14 13 16,2048,30720,0.5,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,e30de52a0bd911eba7f7acde48001122,bm25_w0.50,bm25,0.5,8 14 17 13,2048,30720,0.5,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,e30de52a0bd911eba7f7acde48001122,bm25_w0.75,bm25,0.75,8 17 14 11,2048,30720,0.3333333333333333,0.5,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,e30de52a0bd911eba7f7acde48001122,bm25_w1.00,bm25,1.0,8 17 11 14,2048,30720,0.3333333333333333,0.5,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,e7c2c741089e11ebbd78ac1f6bf848b6,exact_w0.00,exact,0.0,52 51 1 0,2048,61440,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,e7c2c741089e11ebbd78ac1f6bf848b6,exact_w0.25,exact,0.25,0 51 2 50,2048,61440,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,e7c2c741089e11ebbd78ac1f6bf848b6,exact_w0.50,exact,0.5,0 51 2 50,2048,61440,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,e7c2c741089e11ebbd78ac1f6bf848b6,exact_w0.75,exact,0.75,0 51 2 50,2048,61440,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,e7c2c741089e11ebbd78ac1f6bf848b6,exact_w1.00,exact,1.0,0 2 4 5,2048,61440,0.4,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,e7c2c741089e11ebbd78ac1f6bf848b6,bm25_w0.00,bm25,0.0,52 51 1 0,2048,61440,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,e7c2c741089e11ebbd78ac1f6bf848b6,bm25_w0.25,bm25,0.25,51 0 52 1,2048,61440,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,e7c2c741089e11ebbd78ac1f6bf848b6,bm25_w0.50,bm25,0.5,51 0 2 32,2048,61440,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,e7c2c741089e11ebbd78ac1f6bf848b6,bm25_w0.75,bm25,0.75,51 0 32 2,2048,61440,0.6,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,e7c2c741089e11ebbd78ac1f6bf848b6,bm25_w1.00,bm25,1.0,51 0 37 32,2048,61440,0.4,0.5,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,fd848f860bdd11eba7f7acde48001122,exact_w0.00,exact,0.0,25 3 27 26,2048,49152,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,fd848f860bdd11eba7f7acde48001122,exact_w0.25,exact,0.25,2 3 25 27,2048,49152,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,fd848f860bdd11eba7f7acde48001122,exact_w0.50,exact,0.5,2 0 15 3,2048,49152,0.4,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,fd848f860bdd11eba7f7acde48001122,exact_w0.75,exact,0.75,2 0 15 8,2048,49152,0.2,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,fd848f860bdd11eba7f7acde48001122,exact_w1.00,exact,1.0,0 2 15 4,2048,49152,0.2,0.25,1.0,0.0,0.0,0.5,4.0
2wikimultihopqa,validation,fd848f860bdd11eba7f7acde48001122,bm25_w0.00,bm25,0.0,25 3 27 26,2048,49152,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,fd848f860bdd11eba7f7acde48001122,bm25_w0.25,bm25,0.25,2 25 3 27,2048,49152,0.8,1.0,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,validation,fd848f860bdd11eba7f7acde48001122,bm25_w0.50,bm25,0.5,2 42 0 43,2048,49152,0.2,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,validation,fd848f860bdd11eba7f7acde48001122,bm25_w0.75,bm25,0.75,42 0 2 7,2048,49152,0.2,0.25,1.0,0.0,0.0,0.3333333333333333,4.0
2wikimultihopqa,validation,fd848f860bdd11eba7f7acde48001122,bm25_w1.00,bm25,1.0,42 0 2 7,2048,49152,0.2,0.25,1.0,0.0,0.0,0.3333333333333333,4.0
2wikimultihopqa,test,042a249a0bde11eba7f7acde48001122,bm25_w0.00,bm25,0.0,0 25 2 26,2048,34816,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,test,04f33eff08fa11ebbdabac1f6bf848b6,bm25_w0.00,bm25,0.0,5 0 3 4,2048,25600,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,test,0bdeb6f80bdc11eba7f7acde48001122,bm25_w0.00,bm25,0.0,30 1 2 8,2048,32768,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,test,0c8a27700bde11eba7f7acde48001122,bm25_w0.00,bm25,0.0,73 85 74 84,2048,133120,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,test,0cafe4700bb011ebab90acde48001122,bm25_w0.00,bm25,0.0,8 9 11 29,2048,55296,0.5,0.75,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,test,17d19f7a092f11ebbdaeac1f6bf848b6,bm25_w0.00,bm25,0.0,2 32 1 0,2048,41984,0.4,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,test,186e79700bb011ebab90acde48001122,bm25_w0.00,bm25,0.0,16 14 7 32,2048,40960,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,test,18be7d3d08b111ebbd85ac1f6bf848b6,bm25_w0.00,bm25,0.0,57 32 1 8,2048,63488,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,test,1a89b60308f911ebbdaaac1f6bf848b6,bm25_w0.00,bm25,0.0,8 13 16 32,2048,35840,0.25,0.25,1.0,0.0,0.0,0.5,4.0
2wikimultihopqa,test,1b38f1ce0bda11eba7f7acde48001122,bm25_w0.00,bm25,0.0,47 37 44 42,2048,50176,0.2,0.25,1.0,1.0,0.0,0.25,4.0
2wikimultihopqa,test,1c92cdf40bdc11eba7f7acde48001122,bm25_w0.00,bm25,0.0,7 3 8 53,2048,99328,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,test,1dbd09b308a111ebbd78ac1f6bf848b6,bm25_w0.00,bm25,0.0,32 33 31 28,2048,35840,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,test,1f8a07d20bde11eba7f7acde48001122,bm25_w0.00,bm25,0.0,9 44 21 24,2048,47104,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,test,20396bdc0bde11eba7f7acde48001122,bm25_w0.00,bm25,0.0,62 67 58 66,2048,74752,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,test,2151e72a0bb011ebab90acde48001122,bm25_w0.00,bm25,0.0,36 29 44 45,2048,49152,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,test,22dd11fe0bde11eba7f7acde48001122,bm25_w0.00,bm25,0.0,16 18 8 4,2048,34816,0.2,0.25,1.0,0.0,0.0,0.25,4.0
2wikimultihopqa,test,22f9ba0c0bde11eba7f7acde48001122,bm25_w0.00,bm25,0.0,32 2 24 33,2048,37888,0.5,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,test,24f101ba0bdb11eba7f7acde48001122,bm25_w0.00,bm25,0.0,49 57 56 48,2048,84992,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,test,25072e8e0bdd11eba7f7acde48001122,bm25_w0.00,bm25,0.0,22 17 11 32,2048,100352,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,test,252307240bda11eba7f7acde48001122,bm25_w0.00,bm25,0.0,17 18 46 15,2048,48128,0.5,0.5,1.0,1.0,0.0,0.5,4.0
2wikimultihopqa,test,27051c6a0baf11ebab90acde48001122,bm25_w0.00,bm25,0.0,49 35 32 42,2048,53248,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,test,283419940bda11eba7f7acde48001122,bm25_w0.00,bm25,0.0,24 43 44 37,2048,63488,0.2,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,test,3148e384097811ebbdb0ac1f6bf848b6,bm25_w0.00,bm25,0.0,48 1 49 32,2048,51200,0.4,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,test,3215fe5608cf11ebbd94ac1f6bf848b6,bm25_w0.00,bm25,0.0,1 0 14 4,2048,31744,0.5,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,test,332132e80bde11eba7f7acde48001122,bm25_w0.00,bm25,0.0,32 9 12 1,2048,37888,0.2,0.25,1.0,0.0,0.0,0.5,4.0
2wikimultihopqa,test,351a24b40bda11eba7f7acde48001122,bm25_w0.00,bm25,0.0,31 1 10 34,2048,64512,0.25,0.25,1.0,0.0,0.0,0.5,4.0
2wikimultihopqa,test,370b63600bde11eba7f7acde48001122,bm25_w0.00,bm25,0.0,39 36 24 31,2048,41984,0.25,0.25,1.0,0.0,0.0,0.25,4.0
2wikimultihopqa,test,3bba836a0bb011ebab90acde48001122,bm25_w0.00,bm25,0.0,73 88 35 58,2048,104448,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,test,3cd79ef40bdd11eba7f7acde48001122,bm25_w0.00,bm25,0.0,25 26 14 30,2048,35840,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,test,3ed581120bdd11eba7f7acde48001122,bm25_w0.00,bm25,0.0,24 52 17 26,2048,56320,0.25,0.25,1.0,0.0,0.0,0.3333333333333333,4.0
2wikimultihopqa,test,40dff7a00bdb11eba7f7acde48001122,bm25_w0.00,bm25,0.0,15 10 5 1,2048,22528,0.3333333333333333,0.5,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,test,4175aadc0bdd11eba7f7acde48001122,bm25_w0.00,bm25,0.0,10 30 11 17,2048,34816,0.4,0.5,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,test,4295a058091511ebbdadac1f6bf848b6,bm25_w0.00,bm25,0.0,16 1 3 0,2048,21504,0.5,0.75,1.0,0.0,0.0,0.5,4.0
2wikimultihopqa,test,439a6dec0bde11eba7f7acde48001122,bm25_w0.00,bm25,0.0,8 2 3 21,2048,34816,0.16666666666666666,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,test,43d20e340baf11ebab90acde48001122,bm25_w0.00,bm25,0.0,6 1 2 0,2048,48128,0.1111111111111111,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,test,43fedada095511ebbdaeac1f6bf848b6,bm25_w0.00,bm25,0.0,0 16 12 13,2048,18432,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,test,45df5d7c0bdb11eba7f7acde48001122,bm25_w0.00,bm25,0.0,3 8 6 4,2048,35840,0.25,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,test,464cfa460bd911eba7f7acde48001122,bm25_w0.00,bm25,0.0,20 8 24 5,2048,26624,0.16666666666666666,0.25,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,test,49831c3008c411ebbd8eac1f6bf848b6,bm25_w0.00,bm25,0.0,24 25 17 27,2048,35840,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,test,4ce7cb8e0bdd11eba7f7acde48001122,bm25_w0.00,bm25,0.0,19 8 15 20,2048,50176,0.2,0.25,1.0,0.0,0.0,0.25,4.0
2wikimultihopqa,test,547835de087f11ebbd6bac1f6bf848b6,bm25_w0.00,bm25,0.0,16 17 1 5,2048,27648,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,test,57e10b360bb011ebab90acde48001122,bm25_w0.00,bm25,0.0,58 80 55 53,2048,97280,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,test,5a8cbfba0bb011ebab90acde48001122,bm25_w0.00,bm25,0.0,24 2 4 3,2048,41984,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2wikimultihopqa,test,5b168cd8089811ebbd77ac1f6bf848b6,bm25_w0.00,bm25,0.0,17 9 16 10,2048,28672,0.3333333333333333,0.5,1.0,0.0,0.0,0.5,4.0
2wikimultihopqa,test,5b8ff9cc08d111ebbd95ac1f6bf848b6,bm25_w0.00,bm25,0.0,3 56 1 33,2048,59392,0.4,0.5,1.0,1.0,0.0,1.0,4.0
2wikimultihopqa,test,5eed803f08a511ebbd7dac1f6bf848b6,bm25_w0.00,bm25,0.0,4 8 13 9,2048,17408,0.2,0.25,1.0,0.0,0.0,0.3333333333333333,4.0
2wikimultihopqa,test,60c46c100bde11eba7f7acde48001122,bm25_w0.00,bm25,0.0,28 13 1 0,2048,29696,0.4,0.5,1.0,1.0,0.0,0.3333333333333333,4.0
2wikimultihopqa,test,6638110e0bdb11eba7f7acde48001122,bm25_w0.00,bm25,0.0,7 8 4 32,2048,53248,0.16666666666666666,0.25,1.0,0.0,0.0,0.25,4.0
2wikimultihopqa,test,734d9f0408a111ebbd79ac1f6bf848b6,bm25_w0.00,bm25,0.0,16 27 1 11,2048,29696,0.2,0.25,1.0,1.0,0.0,0.5,4.0
2wikimultihopqa,test,8a6eec600bda11eba7f7acde48001122,bm25_w0.00,bm25,0.0,11 8 12 16,2048,35840,0.16666666666666666,0.25,1.0,0.0,0.0,1.0,4.0
2wikimultihopqa,test,8b16280408ce11ebbd94ac1f6bf848b6,bm25_w0.00,bm25,0.0,21 10 1 2,2048,37888,0.16666666666666666,0.25,1.0,0.0,0.0,0.5,4.0
