protocol,seed,stage,dataset,example_id,target
lodo_qasper,1,initial_all,musique,4hop2__161324_14670_8987_8974,global.f1.semantic
lodo_qasper,1,initial_no_graph,2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,global.f1.approx
lodo_qasper,1,initial_no_graph,2wikimultihopqa,002e925e0bde11eba7f7acde48001122,global.f1.bm25
lodo_qasper,1,initial_no_graph,2wikimultihopqa,003f41f80bde11eba7f7acde48001122,global.f1.bm25
lodo_qasper,1,initial_no_graph,2wikimultihopqa,004430780bde11eba7f7acde48001122,global.f1.semantic
lodo_qasper,1,initial_no_graph,2wikimultihopqa,0051fad20bde11eba7f7acde48001122,global.f1.exact
lodo_qasper,1,initial_no_graph,2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,global.f1.semantic
lodo_qasper,1,initial_no_graph,2wikimultihopqa,0069c0220bde11eba7f7acde48001122,global.f1.semantic
lodo_qasper,1,initial_no_graph,2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,global.f1.exact
lodo_qasper,1,initial_no_graph,2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,global.f1.approx
lodo_qasper,1,initial_no_graph,2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,global.f1.bm25
lodo_qasper,1,initial_no_graph,2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,global.f1.approx
lodo_qasper,1,initial_no_graph,2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,global.f1.hybrid
lodo_qasper,1,initial_no_graph,2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,global.f1.approx
lodo_qasper,1,initial_no_graph,2wikimultihopqa,00de046a0bb011ebab90acde48001122,global.f1.bm25
lodo_qasper,1,initial_no_graph,2wikimultihopqa,00efceca0bb011ebab90acde48001122,structural.f2.hybrid
lodo_qasper,1,initial_no_graph,2wikimultihopqa,0105fd120bb011ebab90acde48001122,global.f1.semantic
lodo_qasper,1,initial_no_graph,2wikimultihopqa,010bdf4408df11ebbd9fac1f6bf848b6,global.f1.hybrid
lodo_qasper,1,initial_no_graph,2wikimultihopqa,010d6cab08c711ebbd91ac1f6bf848b6,global.f1.approx
lodo_qasper,1,initial_no_graph,2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,global.f1.bm25
lodo_qasper,1,initial_no_graph,2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,global.f1.approx
lodo_qasper,1,initial_no_graph,2wikimultihopqa,01a204d20bb011ebab90acde48001122,global.f1.approx
lodo_qasper,1,initial_no_graph,2wikimultihopqa,024207d40bb011ebab90acde48001122,global.f1.approx
lodo_qasper,1,initial_no_graph,2wikimultihopqa,0290cd840baf11ebab90acde48001122,global.f1.semantic
lodo_qasper,1,initial_no_graph,2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,global.f1.bm25
lodo_qasper,1,initial_no_graph,hotpotqa,5a7415cf55429979e28828a6,global.f1.bm25
lodo_qasper,1,initial_no_graph,hotpotqa,5a8a1a975542992e4fca8505,global.f1.approx
lodo_qasper,1,initial_no_graph,hotpotqa,5a8cefc155429941ae14df55,global.f1.bm25
lodo_qasper,1,initial_no_graph,hotpotqa,5abcd77755429965836004ce,global.f1.approx
lodo_qasper,1,initial_no_graph,hotpotqa,5ac4f8705542995c82c4ad8d,global.f1.bm25
lodo_qasper,1,initial_no_graph,hotpotqa,5adf5cd25542992d7e9f9320,global.f1.approx
lodo_qasper,1,initial_no_graph,hotpotqa,5ae0d5335542990adbacf674,global.f1.hybrid
lodo_qasper,1,initial_no_graph,hotpotqa,5ae4be5c5542995ad6573e3a,global.f1.bm25
lodo_qasper,1,initial_no_graph,musique,2hop__10017_18974,global.f1.bm25
lodo_qasper,1,initial_no_graph,musique,2hop__10122_18974,global.f1.approx
lodo_qasper,1,initial_no_graph,musique,2hop__10515_21567,global.f1.bm25
lodo_qasper,1,initial_no_graph,musique,2hop__10620_79092,global.f1.semantic
lodo_qasper,1,initial_no_graph,musique,2hop__106864_80460,global.f1.bm25
lodo_qasper,1,initial_no_graph,musique,2hop__107185_64006,global.f1.approx
lodo_qasper,1,initial_no_graph,musique,3hop1__102461_24918_24991,global.f1.approx
lodo_qasper,1,initial_no_graph,musique,3hop1__103180_214799_259594,global.f1.approx
lodo_qasper,1,initial_no_graph,musique,3hop1__103440_443779_52195,global.f1.approx
lodo_qasper,1,initial_no_graph,musique,3hop2__101905_30152_20999,structural.f2.semantic
lodo_qasper,1,initial_no_graph,musique,3hop2__103871_20335_9331,global.f1.bm25
lodo_qasper,1,initial_no_graph,musique,3hop2__103889_30152_20999,global.f1.semantic
lodo_qasper,1,initial_no_graph,musique,4hop1__105002_17130_70784_61381,global.f1.semantic
lodo_qasper,1,initial_no_graph,musique,4hop1__105401_17130_70784_79935,global.f1.exact
lodo_qasper,1,initial_no_graph,musique,4hop1__105773_457883_650651_7262,global.f1.semantic
lodo_qasper,1,initial_no_graph,musique,4hop2__103790_14670_8987_8529,global.f1.bm25
lodo_qasper,1,initial_no_graph,musique,4hop2__105527_14670_8987_8974,global.f1.approx
lodo_qasper,1,initial_no_graph,musique,4hop2__161324_14670_8987_8974,global.f1.semantic
lodo_qasper,7,initial_all,2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,global.f1.approx
lodo_qasper,7,initial_all,2wikimultihopqa,002e925e0bde11eba7f7acde48001122,global.f1.bm25
lodo_qasper,7,initial_all,2wikimultihopqa,003f41f80bde11eba7f7acde48001122,global.f1.bm25
lodo_qasper,7,initial_all,2wikimultihopqa,004430780bde11eba7f7acde48001122,global.f1.semantic
lodo_qasper,7,initial_all,2wikimultihopqa,0051fad20bde11eba7f7acde48001122,global.f1.exact
lodo_qasper,7,initial_all,2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,global.f1.semantic
lodo_qasper,7,initial_all,2wikimultihopqa,0069c0220bde11eba7f7acde48001122,global.f1.semantic
lodo_qasper,7,initial_all,2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,global.f1.exact
lodo_qasper,7,initial_all,2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,global.f1.approx
lodo_qasper,7,initial_all,2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,global.f1.bm25
lodo_qasper,7,initial_all,2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,global.f1.approx
lodo_qasper,7,initial_all,2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,global.f1.hybrid
lodo_qasper,7,initial_all,2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,global.f1.approx
lodo_qasper,7,initial_all,2wikimultihopqa,00de046a0bb011ebab90acde48001122,global.f1.bm25
lodo_qasper,7,initial_all,2wikimultihopqa,00efceca0bb011ebab90acde48001122,structural.f2.hybrid
lodo_qasper,7,initial_all,2wikimultihopqa,0105fd120bb011ebab90acde48001122,global.f1.semantic
lodo_qasper,7,initial_all,2wikimultihopqa,010bdf4408df11ebbd9fac1f6bf848b6,global.f1.hybrid
lodo_qasper,7,initial_all,2wikimultihopqa,010d6cab08c711ebbd91ac1f6bf848b6,global.f1.approx
lodo_qasper,7,initial_all,2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,global.f1.bm25
lodo_qasper,7,initial_all,2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,global.f1.approx
lodo_qasper,7,initial_all,2wikimultihopqa,01a204d20bb011ebab90acde48001122,global.f1.approx
lodo_qasper,7,initial_all,2wikimultihopqa,024207d40bb011ebab90acde48001122,global.f1.approx
lodo_qasper,7,initial_all,2wikimultihopqa,0290cd840baf11ebab90acde48001122,global.f1.semantic
lodo_qasper,7,initial_all,2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,graph.f2.hybrid
lodo_qasper,7,initial_all,hotpotqa,5a7415cf55429979e28828a6,global.f1.bm25
lodo_qasper,7,initial_all,hotpotqa,5a8a1a975542992e4fca8505,graph.f2.semantic
lodo_qasper,7,initial_all,hotpotqa,5a8cefc155429941ae14df55,global.f1.bm25
lodo_qasper,7,initial_all,hotpotqa,5abcd77755429965836004ce,global.f1.approx
lodo_qasper,7,initial_all,hotpotqa,5ac4f8705542995c82c4ad8d,global.f1.bm25
lodo_qasper,7,initial_all,hotpotqa,5adf5cd25542992d7e9f9320,global.f1.approx
lodo_qasper,7,initial_all,hotpotqa,5ae0d5335542990adbacf674,global.f1.hybrid
lodo_qasper,7,initial_all,hotpotqa,5ae4be5c5542995ad6573e3a,global.f1.bm25
lodo_qasper,7,initial_all,musique,2hop__10017_18974,global.f1.bm25
lodo_qasper,7,initial_all,musique,2hop__10122_18974,global.f1.approx
lodo_qasper,7,initial_all,musique,2hop__10515_21567,global.f1.bm25
lodo_qasper,7,initial_all,musique,2hop__10620_79092,global.f1.semantic
lodo_qasper,7,initial_all,musique,2hop__106864_80460,global.f1.bm25
lodo_qasper,7,initial_all,musique,2hop__107185_64006,global.f1.approx
lodo_qasper,7,initial_all,musique,3hop1__102461_24918_24991,global.f1.approx
lodo_qasper,7,initial_all,musique,3hop1__103180_214799_259594,global.f1.approx
lodo_qasper,7,initial_all,musique,3hop1__103440_443779_52195,global.f1.approx
lodo_qasper,7,initial_all,musique,3hop2__101905_30152_20999,structural.f2.semantic
lodo_qasper,7,initial_all,musique,3hop2__103871_20335_9331,global.f1.bm25
lodo_qasper,7,initial_all,musique,3hop2__103889_30152_20999,global.f1.semantic
lodo_qasper,7,initial_all,musique,4hop1__105002_17130_70784_61381,global.f1.semantic
lodo_qasper,7,initial_all,musique,4hop1__105401_17130_70784_79935,global.f1.exact
lodo_qasper,7,initial_all,musique,4hop1__105773_457883_650651_7262,global.f1.semantic
lodo_qasper,7,initial_all,musique,4hop2__103790_14670_8987_8529,global.f1.bm25
lodo_qasper,7,initial_all,musique,4hop2__105527_14670_8987_8974,global.f1.approx
lodo_qasper,7,initial_all,musique,4hop2__161324_14670_8987_8974,global.f1.semantic
lodo_qasper,7,initial_no_graph,2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,global.f1.approx
lodo_qasper,7,initial_no_graph,2wikimultihopqa,002e925e0bde11eba7f7acde48001122,global.f1.bm25
lodo_qasper,7,initial_no_graph,2wikimultihopqa,003f41f80bde11eba7f7acde48001122,global.f1.bm25
lodo_qasper,7,initial_no_graph,2wikimultihopqa,004430780bde11eba7f7acde48001122,global.f1.semantic
lodo_qasper,7,initial_no_graph,2wikimultihopqa,0051fad20bde11eba7f7acde48001122,global.f1.exact
lodo_qasper,7,initial_no_graph,2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,global.f1.semantic
lodo_qasper,7,initial_no_graph,2wikimultihopqa,0069c0220bde11eba7f7acde48001122,global.f1.semantic
lodo_qasper,7,initial_no_graph,2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,global.f1.exact
lodo_qasper,7,initial_no_graph,2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,global.f1.approx
lodo_qasper,7,initial_no_graph,2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,global.f1.bm25
lodo_qasper,7,initial_no_graph,2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,global.f1.approx
lodo_qasper,7,initial_no_graph,2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,global.f1.hybrid
lodo_qasper,7,initial_no_graph,2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,global.f1.approx
lodo_qasper,7,initial_no_graph,2wikimultihopqa,00de046a0bb011ebab90acde48001122,global.f1.bm25
lodo_qasper,7,initial_no_graph,2wikimultihopqa,00efceca0bb011ebab90acde48001122,structural.f2.hybrid
lodo_qasper,7,initial_no_graph,2wikimultihopqa,0105fd120bb011ebab90acde48001122,global.f1.semantic
lodo_qasper,7,initial_no_graph,2wikimultihopqa,010bdf4408df11ebbd9fac1f6bf848b6,global.f1.hybrid
lodo_qasper,7,initial_no_graph,2wikimultihopqa,010d6cab08c711ebbd91ac1f6bf848b6,global.f1.approx
lodo_qasper,7,initial_no_graph,2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,global.f1.bm25
lodo_qasper,7,initial_no_graph,2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,global.f1.approx
lodo_qasper,7,initial_no_graph,2wikimultihopqa,01a204d20bb011ebab90acde48001122,global.f1.approx
lodo_qasper,7,initial_no_graph,2wikimultihopqa,024207d40bb011ebab90acde48001122,global.f1.approx
lodo_qasper,7,initial_no_graph,2wikimultihopqa,0290cd840baf11ebab90acde48001122,global.f1.semantic
lodo_qasper,7,initial_no_graph,2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,global.f1.bm25
lodo_qasper,7,initial_no_graph,hotpotqa,5a7415cf55429979e28828a6,global.f1.bm25
lodo_qasper,7,initial_no_graph,hotpotqa,5a8a1a975542992e4fca8505,global.f1.approx
lodo_qasper,7,initial_no_graph,hotpotqa,5a8cefc155429941ae14df55,global.f1.bm25
lodo_qasper,7,initial_no_graph,hotpotqa,5abcd77755429965836004ce,global.f1.approx
lodo_qasper,7,initial_no_graph,hotpotqa,5ac4f8705542995c82c4ad8d,global.f1.bm25
lodo_qasper,7,initial_no_graph,hotpotqa,5adf5cd25542992d7e9f9320,global.f1.approx
lodo_qasper,7,initial_no_graph,hotpotqa,5ae0d5335542990adbacf674,global.f1.hybrid
lodo_qasper,7,initial_no_graph,hotpotqa,5ae4be5c5542995ad6573e3a,global.f1.bm25
lodo_qasper,7,initial_no_graph,musique,2hop__10017_18974,global.f1.bm25
lodo_qasper,7,initial_no_graph,musique,2hop__10122_18974,global.f1.approx
lodo_qasper,7,initial_no_graph,musique,2hop__10515_21567,global.f1.bm25
lodo_qasper,7,initial_no_graph,musique,2hop__10620_79092,global.f1.semantic
lodo_qasper,7,initial_no_graph,musique,2hop__106864_80460,global.f1.bm25
lodo_qasper,7,initial_no_graph,musique,2hop__107185_64006,global.f1.approx
lodo_qasper,7,initial_no_graph,musique,3hop1__102461_24918_24991,global.f1.approx
lodo_qasper,7,initial_no_graph,musique,3hop1__103180_214799_259594,global.f1.approx
lodo_qasper,7,initial_no_graph,musique,3hop1__103440_443779_52195,global.f1.approx
lodo_qasper,7,initial_no_graph,musique,3hop2__101905_30152_20999,structural.f2.semantic
lodo_qasper,7,initial_no_graph,musique,3hop2__103871_20335_9331,global.f1.bm25
lodo_qasper,7,initial_no_graph,musique,3hop2__103889_30152_20999,global.f1.semantic
lodo_qasper,7,initial_no_graph,musique,4hop1__105002_17130_70784_61381,global.f1.semantic
lodo_qasper,7,initial_no_graph,musique,4hop1__105401_17130_70784_79935,global.f1.exact
lodo_qasper,7,initial_no_graph,musique,4hop1__105773_457883_650651_7262,global.f1.semantic
lodo_qasper,7,initial_no_graph,musique,4hop2__103790_14670_8987_8529,global.f1.bm25
lodo_qasper,7,initial_no_graph,musique,4hop2__105527_14670_8987_8974,global.f1.approx
lodo_qasper,7,initial_no_graph,musique,4hop2__161324_14670_8987_8974,global.f1.semantic
lodo_qasper,21,initial_all,2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,global.f1.approx
lodo_qasper,21,initial_all,2wikimultihopqa,002e925e0bde11eba7f7acde48001122,global.f1.bm25
lodo_qasper,21,initial_all,2wikimultihopqa,003f41f80bde11eba7f7acde48001122,global.f1.bm25
lodo_qasper,21,initial_all,2wikimultihopqa,004430780bde11eba7f7acde48001122,global.f1.semantic
lodo_qasper,21,initial_all,2wikimultihopqa,0051fad20bde11eba7f7acde48001122,global.f1.exact
lodo_qasper,21,initial_all,2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,global.f1.semantic
lodo_qasper,21,initial_all,2wikimultihopqa,0069c0220bde11eba7f7acde48001122,global.f1.semantic
lodo_qasper,21,initial_all,2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,global.f1.exact
lodo_qasper,21,initial_all,2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,global.f1.approx
lodo_qasper,21,initial_all,2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,global.f1.bm25
lodo_qasper,21,initial_all,2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,global.f1.approx
lodo_qasper,21,initial_all,2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,global.f1.hybrid
lodo_qasper,21,initial_all,2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,global.f1.approx
lodo_qasper,21,initial_all,2wikimultihopqa,00de046a0bb011ebab90acde48001122,global.f1.bm25
lodo_qasper,21,initial_all,2wikimultihopqa,00efceca0bb011ebab90acde48001122,structural.f2.hybrid
lodo_qasper,21,initial_all,2wikimultihopqa,0105fd120bb011ebab90acde48001122,global.f1.semantic
lodo_qasper,21,initial_all,2wikimultihopqa,010bdf4408df11ebbd9fac1f6bf848b6,global.f1.hybrid
lodo_qasper,21,initial_all,2wikimultihopqa,010d6cab08c711ebbd91ac1f6bf848b6,global.f1.approx
lodo_qasper,21,initial_all,2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,global.f1.bm25
lodo_qasper,21,initial_all,2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,global.f1.approx
lodo_qasper,21,initial_all,2wikimultihopqa,01a204d20bb011ebab90acde48001122,global.f1.approx
lodo_qasper,21,initial_all,2wikimultihopqa,024207d40bb011ebab90acde48001122,global.f1.approx
lodo_qasper,21,initial_all,2wikimultihopqa,0290cd840baf11ebab90acde48001122,global.f1.semantic
lodo_qasper,21,initial_all,2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,graph.f2.hybrid
lodo_qasper,21,initial_all,hotpotqa,5a7415cf55429979e28828a6,global.f1.bm25
lodo_qasper,21,initial_all,hotpotqa,5a8a1a975542992e4fca8505,graph.f2.semantic
lodo_qasper,21,initial_all,hotpotqa,5a8cefc155429941ae14df55,global.f1.bm25
lodo_qasper,21,initial_all,hotpotqa,5abcd77755429965836004ce,global.f1.approx
lodo_qasper,21,initial_all,hotpotqa,5ac4f8705542995c82c4ad8d,global.f1.bm25
lodo_qasper,21,initial_all,hotpotqa,5adf5cd25542992d7e9f9320,global.f1.approx
lodo_qasper,21,initial_all,hotpotqa,5ae0d5335542990adbacf674,global.f1.hybrid
lodo_qasper,21,initial_all,hotpotqa,5ae4be5c5542995ad6573e3a,global.f1.bm25
lodo_qasper,21,initial_all,musique,2hop__10017_18974,global.f1.bm25
lodo_qasper,21,initial_all,musique,2hop__10122_18974,global.f1.approx
lodo_qasper,21,initial_all,musique,2hop__10515_21567,global.f1.bm25
lodo_qasper,21,initial_all,musique,2hop__10620_79092,global.f1.semantic
lodo_qasper,21,initial_all,musique,2hop__106864_80460,global.f1.bm25
lodo_qasper,21,initial_all,musique,2hop__107185_64006,global.f1.approx
lodo_qasper,21,initial_all,musique,3hop1__102461_24918_24991,global.f1.approx
lodo_qasper,21,initial_all,musique,3hop1__103180_214799_259594,global.f1.approx
lodo_qasper,21,initial_all,musique,3hop1__103440_443779_52195,global.f1.approx
lodo_qasper,21,initial_all,musique,3hop2__101905_30152_20999,structural.f2.semantic
lodo_qasper,21,initial_all,musique,3hop2__103871_20335_9331,global.f1.bm25
lodo_qasper,21,initial_all,musique,3hop2__103889_30152_20999,global.f1.semantic
lodo_qasper,21,initial_all,musique,4hop1__105002_17130_70784_61381,global.f1.semantic
lodo_qasper,21,initial_all,musique,4hop1__105401_17130_70784_79935,global.f1.exact
lodo_qasper,21,initial_all,musique,4hop1__105773_457883_650651_7262,global.f1.semantic
lodo_qasper,21,initial_all,musique,4hop2__103790_14670_8987_8529,global.f1.bm25
lodo_qasper,21,initial_all,musique,4hop2__105527_14670_8987_8974,global.f1.approx
lodo_qasper,21,initial_all,musique,4hop2__161324_14670_8987_8974,global.f1.semantic
lodo_qasper,21,initial_no_graph,2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,global.f1.approx
lodo_qasper,21,initial_no_graph,2wikimultihopqa,002e925e0bde11eba7f7acde48001122,global.f1.bm25
lodo_qasper,21,initial_no_graph,2wikimultihopqa,003f41f80bde11eba7f7acde48001122,global.f1.bm25
lodo_qasper,21,initial_no_graph,2wikimultihopqa,004430780bde11eba7f7acde48001122,global.f1.semantic
lodo_qasper,21,initial_no_graph,2wikimultihopqa,0051fad20bde11eba7f7acde48001122,global.f1.exact
lodo_qasper,21,initial_no_graph,2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,global.f1.semantic
lodo_qasper,21,initial_no_graph,2wikimultihopqa,0069c0220bde11eba7f7acde48001122,global.f1.semantic
lodo_qasper,21,initial_no_graph,2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,global.f1.exact
lodo_qasper,21,initial_no_graph,2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,global.f1.approx
lodo_qasper,21,initial_no_graph,2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,global.f1.bm25
lodo_qasper,21,initial_no_graph,2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,global.f1.approx
lodo_qasper,21,initial_no_graph,2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,global.f1.hybrid
lodo_qasper,21,initial_no_graph,2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,global.f1.approx
lodo_qasper,21,initial_no_graph,2wikimultihopqa,00de046a0bb011ebab90acde48001122,global.f1.bm25
lodo_qasper,21,initial_no_graph,2wikimultihopqa,00efceca0bb011ebab90acde48001122,structural.f2.hybrid
lodo_qasper,21,initial_no_graph,2wikimultihopqa,0105fd120bb011ebab90acde48001122,global.f1.semantic
lodo_qasper,21,initial_no_graph,2wikimultihopqa,010bdf4408df11ebbd9fac1f6bf848b6,global.f1.hybrid
lodo_qasper,21,initial_no_graph,2wikimultihopqa,010d6cab08c711ebbd91ac1f6bf848b6,global.f1.approx
lodo_qasper,21,initial_no_graph,2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,global.f1.bm25
lodo_qasper,21,initial_no_graph,2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,global.f1.approx
lodo_qasper,21,initial_no_graph,2wikimultihopqa,01a204d20bb011ebab90acde48001122,global.f1.approx
lodo_qasper,21,initial_no_graph,2wikimultihopqa,024207d40bb011ebab90acde48001122,global.f1.approx
lodo_qasper,21,initial_no_graph,2wikimultihopqa,0290cd840baf11ebab90acde48001122,global.f1.semantic
lodo_qasper,21,initial_no_graph,2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,global.f1.bm25
lodo_qasper,21,initial_no_graph,hotpotqa,5a7415cf55429979e28828a6,global.f1.bm25
lodo_qasper,21,initial_no_graph,hotpotqa,5a8a1a975542992e4fca8505,global.f1.approx
lodo_qasper,21,initial_no_graph,hotpotqa,5a8cefc155429941ae14df55,global.f1.bm25
lodo_qasper,21,initial_no_graph,hotpotqa,5abcd77755429965836004ce,global.f1.approx
lodo_qasper,21,initial_no_graph,hotpotqa,5ac4f8705542995c82c4ad8d,global.f1.bm25
lodo_qasper,21,initial_no_graph,hotpotqa,5adf5cd25542992d7e9f9320,global.f1.approx
lodo_qasper,21,initial_no_graph,hotpotqa,5ae0d5335542990adbacf674,global.f1.hybrid
lodo_qasper,21,initial_no_graph,hotpotqa,5ae4be5c5542995ad6573e3a,global.f1.bm25
lodo_qasper,21,initial_no_graph,musique,2hop__10017_18974,global.f1.bm25
lodo_qasper,21,initial_no_graph,musique,2hop__10122_18974,global.f1.approx
lodo_qasper,21,initial_no_graph,musique,2hop__10515_21567,global.f1.bm25
lodo_qasper,21,initial_no_graph,musique,2hop__10620_79092,global.f1.semantic
lodo_qasper,21,initial_no_graph,musique,2hop__106864_80460,global.f1.bm25
lodo_qasper,21,initial_no_graph,musique,2hop__107185_64006,global.f1.approx
lodo_qasper,21,initial_no_graph,musique,3hop1__102461_24918_24991,global.f1.approx
lodo_qasper,21,initial_no_graph,musique,3hop1__103180_214799_259594,global.f1.approx
lodo_qasper,21,initial_no_graph,musique,3hop1__103440_443779_52195,global.f1.approx
lodo_qasper,21,initial_no_graph,musique,3hop2__101905_30152_20999,structural.f2.semantic
lodo_qasper,21,initial_no_graph,musique,3hop2__103871_20335_9331,global.f1.bm25
lodo_qasper,21,initial_no_graph,musique,3hop2__103889_30152_20999,global.f1.semantic
lodo_qasper,21,initial_no_graph,musique,4hop1__105002_17130_70784_61381,global.f1.semantic
lodo_qasper,21,initial_no_graph,musique,4hop1__105401_17130_70784_79935,global.f1.exact
lodo_qasper,21,initial_no_graph,musique,4hop1__105773_457883_650651_7262,global.f1.semantic
lodo_qasper,21,initial_no_graph,musique,4hop2__103790_14670_8987_8529,global.f1.bm25
lodo_qasper,21,initial_no_graph,musique,4hop2__105527_14670_8987_8974,global.f1.approx
lodo_qasper,21,initial_no_graph,musique,4hop2__161324_14670_8987_8974,global.f1.semantic
lodo_qasper,42,initial_all,2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,global.f1.approx
lodo_qasper,42,initial_all,2wikimultihopqa,002e925e0bde11eba7f7acde48001122,global.f1.bm25
lodo_qasper,42,initial_all,2wikimultihopqa,003f41f80bde11eba7f7acde48001122,global.f1.bm25
lodo_qasper,42,initial_all,2wikimultihopqa,004430780bde11eba7f7acde48001122,global.f1.semantic
lodo_qasper,42,initial_all,2wikimultihopqa,0051fad20bde11eba7f7acde48001122,global.f1.exact
lodo_qasper,42,initial_all,2wikimultihopqa,0063e31f08eb11ebbda7ac1f6bf848b6,global.f1.semantic
lodo_qasper,42,initial_all,2wikimultihopqa,0069c0220bde11eba7f7acde48001122,global.f1.semantic
lodo_qasper,42,initial_all,2wikimultihopqa,007b76e80bdc11eba7f7acde48001122,global.f1.exact
lodo_qasper,42,initial_all,2wikimultihopqa,0098436208e011ebbda1ac1f6bf848b6,global.f1.approx
lodo_qasper,42,initial_all,2wikimultihopqa,00a68bf208cc11ebbd93ac1f6bf848b6,global.f1.bm25
lodo_qasper,42,initial_all,2wikimultihopqa,00c2089e089911ebbd77ac1f6bf848b6,global.f1.approx
lodo_qasper,42,initial_all,2wikimultihopqa,00ce250d095f11ebbdafac1f6bf848b6,global.f1.hybrid
lodo_qasper,42,initial_all,2wikimultihopqa,00dd3bd608ac11ebbd82ac1f6bf848b6,global.f1.approx
lodo_qasper,42,initial_all,2wikimultihopqa,00de046a0bb011ebab90acde48001122,global.f1.bm25
lodo_qasper,42,initial_all,2wikimultihopqa,00efceca0bb011ebab90acde48001122,structural.f2.hybrid
lodo_qasper,42,initial_all,2wikimultihopqa,0105fd120bb011ebab90acde48001122,global.f1.semantic
lodo_qasper,42,initial_all,2wikimultihopqa,010bdf4408df11ebbd9fac1f6bf848b6,global.f1.hybrid
lodo_qasper,42,initial_all,2wikimultihopqa,010d6cab08c711ebbd91ac1f6bf848b6,global.f1.approx
lodo_qasper,42,initial_all,2wikimultihopqa,0120a36108d611ebbd98ac1f6bf848b6,global.f1.bm25
lodo_qasper,42,initial_all,2wikimultihopqa,016c84f508ab11ebbd81ac1f6bf848b6,global.f1.approx
lodo_qasper,42,initial_all,2wikimultihopqa,01a204d20bb011ebab90acde48001122,global.f1.approx
lodo_qasper,42,initial_all,2wikimultihopqa,024207d40bb011ebab90acde48001122,global.f1.approx
lodo_qasper,42,initial_all,2wikimultihopqa,0290cd840baf11ebab90acde48001122,global.f1.semantic
lodo_qasper,42,initial_all,2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,graph.f2.hybrid
lodo_qasper,42,initial_all,hotpotqa,5a7415cf55429979e28828a6,global.f1.bm25
lodo_qasper,42,initial_all,hotpotqa,5a8a1a975542992e4fca8505,graph.f2.semantic
