protocol_revision,model,case_id,case_class,seed,baseline,expected_initial_action,decision_target_action,predicted_action,mechanism_correct,recognized_insufficient,under_expansion,over_expansion,evidence_recall,task_success,answer,expected_answer,compact_tokens,visible_tokens,materialized_tokens,materialized_bytes,network_bytes,active_kv_bytes,expansions,explicit_expansions,pra_selected_chunks,round_trips,model_passes,decision_latency_seconds,answer_latency_seconds,decision_error,decision_raw,full_ceiling_eligible
progressive-context-v1,qwen3:0.6b,c2-inventory,C2_MORE,53,CCR_TOOL,MATERIALIZE_MORE,,RETRIEVE,1,1,0,0,1,1,STOCK-02-OK,STOCK-02-OK,256,661,406,1621,1621,0,1,1,0,1,2,1.7239449000917375,3.8439593000803143,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c2-inventory,C2_MORE,71,FULL,MATERIALIZE_MORE,,,0,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,256,661,406,1621,1621,0,1,0,0,1,1,0.0,3.8259159999433905,,,1
progressive-context-v1,qwen3:0.6b,c2-inventory,C2_MORE,71,COMPACT_ONLY,MATERIALIZE_MORE,,CONTINUE,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,256,256,0,0,0,0,0,0,0,0,1,0.0,1.0558947999961674,,,1
progressive-context-v1,qwen3:0.6b,c2-inventory,C2_MORE,71,PRA_AUTO,MATERIALIZE_MORE,,PRA_AUTO,1,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,256,302,46,182,182,0,1,0,2,1,1,0.0,1.631301100132987,,,1
progressive-context-v1,qwen3:0.6b,c2-inventory,C2_MORE,71,MODEL_ESCALATION,MATERIALIZE_MORE,MATERIALIZE_MORE,MATERIALIZE_FULL,0,1,0,0,1,1,STOCK-02-OK,STOCK-02-OK,256,661,406,1621,1621,0,1,1,0,1,2,1.7843628998380154,3.8259159999433905,,"<think>

</think>

{""context_action"":""MATERIALIZE_FULL""}",1
progressive-context-v1,qwen3:0.6b,c2-inventory,C2_MORE,71,PRA_PLUS_MODEL,MATERIALIZE_MORE,CONTINUE,MATERIALIZE_FULL,0,1,0,0,1,1,STOCK-02-OK,STOCK-02-OK,256,707,451,1803,1803,0,2,1,2,2,2,1.5268220000434667,3.9828995000571012,,"<think>

</think>

{""context_action"":""MATERIALIZE_FULL""}",1
progressive-context-v1,qwen3:0.6b,c2-inventory,C2_MORE,71,CCR_TOOL,MATERIALIZE_MORE,,RETRIEVE,1,1,0,0,1,1,STOCK-02-OK,STOCK-02-OK,256,661,406,1621,1621,0,1,1,0,1,2,1.5486029000021517,3.8259159999433905,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,11,FULL,CURSOR_NEXT,,,0,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,383,789,516,2064,2064,0,2,0,0,2,1,0.0,4.444604000076652,,,1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,11,COMPACT_ONLY,CURSOR_NEXT,,CONTINUE,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,383,383,111,443,443,0,1,0,0,1,1,0.0,2.1358641998376697,,,1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,11,PRA_AUTO,CURSOR_NEXT,,PRA_AUTO,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,383,383,111,443,443,0,1,0,2,1,1,0.0,2.35638689994812,,,1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,11,MODEL_ESCALATION,CURSOR_NEXT,CURSOR_NEXT,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,383,383,111,443,443,0,1,0,0,1,2,1.7721738000400364,2.456143300049007,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,11,PRA_PLUS_MODEL,CURSOR_NEXT,CURSOR_NEXT,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,383,383,111,443,443,0,1,0,2,1,2,1.8107765999156982,2.461187200155109,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,11,CCR_TOOL,CURSOR_NEXT,,RETRIEVE,1,1,0,0,1,1,STOCK-02-OK,STOCK-02-OK,383,789,516,2064,2064,0,2,1,0,2,2,2.2850587000139058,4.53785159997642,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,23,FULL,CURSOR_NEXT,,,0,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,383,789,516,2064,2064,0,2,0,0,2,1,0.0,4.33191499998793,,,1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,23,COMPACT_ONLY,CURSOR_NEXT,,CONTINUE,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,383,383,111,443,443,0,1,0,0,1,1,0.0,2.3319430998526514,,,1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,23,PRA_AUTO,CURSOR_NEXT,,PRA_AUTO,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,383,383,111,443,443,0,1,0,2,1,1,0.0,2.480647799791768,,,1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,23,MODEL_ESCALATION,CURSOR_NEXT,CURSOR_NEXT,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,383,383,111,443,443,0,1,0,0,1,2,1.7263905999716371,2.467426900053397,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,23,PRA_PLUS_MODEL,CURSOR_NEXT,CURSOR_NEXT,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,383,383,111,443,443,0,1,0,2,1,2,1.7992643998004496,2.313884399831295,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,23,CCR_TOOL,CURSOR_NEXT,,RETRIEVE,1,1,0,0,1,1,STOCK-02-OK,STOCK-02-OK,383,789,516,2064,2064,0,2,1,0,2,2,2.4753316999413073,4.480888399994001,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,37,FULL,CURSOR_NEXT,,,0,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,383,789,516,2064,2064,0,2,0,0,2,1,0.0,4.2854796999599785,,,1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,37,COMPACT_ONLY,CURSOR_NEXT,,CONTINUE,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,383,383,111,443,443,0,1,0,0,1,1,0.0,2.3172143998090178,,,1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,37,PRA_AUTO,CURSOR_NEXT,,PRA_AUTO,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,383,383,111,443,443,0,1,0,2,1,1,0.0,2.4280043998733163,,,1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,37,MODEL_ESCALATION,CURSOR_NEXT,CURSOR_NEXT,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,383,383,111,443,443,0,1,0,0,1,2,1.7732021000701934,2.3064439001027495,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,37,PRA_PLUS_MODEL,CURSOR_NEXT,CURSOR_NEXT,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,383,383,111,443,443,0,1,0,2,1,2,1.7952419000212103,2.3022141000255942,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,37,CCR_TOOL,CURSOR_NEXT,,RETRIEVE,1,1,0,0,1,1,STOCK-02-OK,STOCK-02-OK,383,789,516,2064,2064,0,2,1,0,2,2,2.4998071999289095,4.47872869996354,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,53,FULL,CURSOR_NEXT,,,0,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,383,789,516,2064,2064,0,2,0,0,2,1,0.0,4.410774499876425,,,1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,53,COMPACT_ONLY,CURSOR_NEXT,,CONTINUE,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,383,383,111,443,443,0,1,0,0,1,1,0.0,2.4058125000447035,,,1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,53,PRA_AUTO,CURSOR_NEXT,,PRA_AUTO,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,383,383,111,443,443,0,1,0,2,1,1,0.0,2.3771667000837624,,,1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,53,MODEL_ESCALATION,CURSOR_NEXT,CURSOR_NEXT,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,383,383,111,443,443,0,1,0,0,1,2,1.6427770999725908,2.3020039000548422,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,53,PRA_PLUS_MODEL,CURSOR_NEXT,CURSOR_NEXT,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,383,383,111,443,443,0,1,0,2,1,2,1.631392699899152,2.2986605998594314,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,53,CCR_TOOL,CURSOR_NEXT,,RETRIEVE,1,1,0,0,1,1,STOCK-02-OK,STOCK-02-OK,383,789,516,2064,2064,0,2,1,0,2,2,2.634107799967751,4.491836900124326,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,71,FULL,CURSOR_NEXT,,,0,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,383,789,516,2064,2064,0,2,0,0,2,1,0.0,4.289520699996501,,,1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,71,COMPACT_ONLY,CURSOR_NEXT,,CONTINUE,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,383,383,111,443,443,0,1,0,0,1,1,0.0,2.3067666001152247,,,1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,71,PRA_AUTO,CURSOR_NEXT,,PRA_AUTO,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,383,383,111,443,443,0,1,0,2,1,1,0.0,2.3689992998261005,,,1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,71,MODEL_ESCALATION,CURSOR_NEXT,CURSOR_NEXT,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,383,383,111,443,443,0,1,0,0,1,2,1.8460003000218421,2.306580299977213,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,71,PRA_PLUS_MODEL,CURSOR_NEXT,CURSOR_NEXT,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,383,383,111,443,443,0,1,0,2,1,2,1.8015729000326246,2.4798009998630732,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c3-inventory,C3_CURSOR,71,CCR_TOOL,CURSOR_NEXT,,RETRIEVE,1,1,0,0,1,1,STOCK-02-OK,STOCK-02-OK,383,789,516,2064,2064,0,2,1,0,2,2,2.6195295001380146,4.331566300010309,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,11,FULL,SEARCH_RECORD,,,0,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,195,440,238,952,952,0,1,0,0,1,1,0.0,2.656308699864894,,,1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,11,COMPACT_ONLY,SEARCH_RECORD,,CONTINUE,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,195,195,0,0,0,0,0,0,0,0,1,0.0,1.0449219001457095,,,1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,11,PRA_AUTO,SEARCH_RECORD,,PRA_AUTO,1,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,195,226,31,124,124,0,1,0,2,1,1,0.0,1.5292855000589043,,,1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,11,MODEL_ESCALATION,SEARCH_RECORD,SEARCH_RECORD,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,195,195,0,0,0,0,0,0,0,0,2,1.7188842999748886,1.0449219001457095,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,11,PRA_PLUS_MODEL,SEARCH_RECORD,CONTINUE,CONTINUE,1,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,195,226,31,124,124,0,1,0,2,1,2,1.3989774000365287,1.5292855000589043,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,11,CCR_TOOL,SEARCH_RECORD,,RETRIEVE,1,1,0,0,1,1,STOCK-02-OK,STOCK-02-OK,195,440,238,952,952,0,1,1,0,1,2,1.594512099865824,2.656308699864894,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,23,FULL,SEARCH_RECORD,,,0,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,195,440,238,952,952,0,1,0,0,1,1,0.0,2.820065899984911,,,1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,23,COMPACT_ONLY,SEARCH_RECORD,,CONTINUE,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,195,195,0,0,0,0,0,0,0,0,1,0.0,1.1193323000334203,,,1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,23,PRA_AUTO,SEARCH_RECORD,,PRA_AUTO,1,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,195,226,31,124,124,0,1,0,2,1,1,0.0,1.3286699999589473,,,1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,23,MODEL_ESCALATION,SEARCH_RECORD,SEARCH_RECORD,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,195,195,0,0,0,0,0,0,0,0,2,1.6067155001219362,1.1193323000334203,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,23,PRA_PLUS_MODEL,SEARCH_RECORD,CONTINUE,CONTINUE,1,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,195,226,31,124,124,0,1,0,2,1,2,1.3683567000553012,1.3286699999589473,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,23,CCR_TOOL,SEARCH_RECORD,,RETRIEVE,1,1,0,0,1,1,STOCK-02-OK,STOCK-02-OK,195,440,238,952,952,0,1,1,0,1,2,1.4460768001154065,2.820065899984911,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,37,FULL,SEARCH_RECORD,,,0,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,195,440,238,952,952,0,1,0,0,1,1,0.0,2.48239089990966,,,1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,37,COMPACT_ONLY,SEARCH_RECORD,,CONTINUE,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,195,195,0,0,0,0,0,0,0,0,1,0.0,1.0240807998925447,,,1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,37,PRA_AUTO,SEARCH_RECORD,,PRA_AUTO,1,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,195,226,31,124,124,0,1,0,2,1,1,0.0,1.511792799923569,,,1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,37,MODEL_ESCALATION,SEARCH_RECORD,SEARCH_RECORD,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,195,195,0,0,0,0,0,0,0,0,2,1.406223800033331,1.0240807998925447,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,37,PRA_PLUS_MODEL,SEARCH_RECORD,CONTINUE,CONTINUE,1,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,195,226,31,124,124,0,1,0,2,1,2,1.3709040998946875,1.511792799923569,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,37,CCR_TOOL,SEARCH_RECORD,,RETRIEVE,1,1,0,0,1,1,STOCK-02-OK,STOCK-02-OK,195,440,238,952,952,0,1,1,0,1,2,1.5588816998060793,2.48239089990966,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,53,FULL,SEARCH_RECORD,,,0,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,195,440,238,952,952,0,1,0,0,1,1,0.0,2.6359243001788855,,,1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,53,COMPACT_ONLY,SEARCH_RECORD,,CONTINUE,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,195,195,0,0,0,0,0,0,0,0,1,0.0,1.0345755000598729,,,1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,53,PRA_AUTO,SEARCH_RECORD,,PRA_AUTO,1,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,195,226,31,124,124,0,1,0,2,1,1,0.0,1.5237847999669611,,,1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,53,MODEL_ESCALATION,SEARCH_RECORD,SEARCH_RECORD,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,195,195,0,0,0,0,0,0,0,0,2,1.553125699982047,1.0345755000598729,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,53,PRA_PLUS_MODEL,SEARCH_RECORD,CONTINUE,CONTINUE,1,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,195,226,31,124,124,0,1,0,2,1,2,1.3904882001224905,1.5237847999669611,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,53,CCR_TOOL,SEARCH_RECORD,,RETRIEVE,1,1,0,0,1,1,STOCK-02-OK,STOCK-02-OK,195,440,238,952,952,0,1,1,0,1,2,1.4446699998807162,2.6359243001788855,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,71,FULL,SEARCH_RECORD,,,0,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,195,440,238,952,952,0,1,0,0,1,1,0.0,2.6312317000702024,,,1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,71,COMPACT_ONLY,SEARCH_RECORD,,CONTINUE,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,195,195,0,0,0,0,0,0,0,0,1,0.0,1.0357870999723673,,,1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,71,PRA_AUTO,SEARCH_RECORD,,PRA_AUTO,1,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,195,226,31,124,124,0,1,0,2,1,1,0.0,1.5020080998074263,,,1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,71,MODEL_ESCALATION,SEARCH_RECORD,SEARCH_RECORD,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,195,195,0,0,0,0,0,0,0,0,2,1.5745059999171644,1.0357870999723673,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,71,PRA_PLUS_MODEL,SEARCH_RECORD,CONTINUE,CONTINUE,1,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,195,226,31,124,124,0,1,0,2,1,2,1.372969700023532,1.5020080998074263,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c4-inventory,C4_SEARCH,71,CCR_TOOL,SEARCH_RECORD,,RETRIEVE,1,1,0,0,1,1,STOCK-02-OK,STOCK-02-OK,195,440,238,952,952,0,1,1,0,1,2,1.43680109991692,2.6312317000702024,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,11,FULL,CALL_TOOL,,,0,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,174,335,0,0,0,0,0,0,0,0,1,0.0,2.5036598001606762,,,1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,11,COMPACT_ONLY,CALL_TOOL,,CONTINUE,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,174,174,0,0,0,0,0,0,0,0,1,0.0,1.0388517000246793,,,1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,11,PRA_AUTO,CALL_TOOL,,PRA_AUTO,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,174,174,0,0,0,0,0,0,2,0,1,0.0,1.0388517000246793,,,1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,11,MODEL_ESCALATION,CALL_TOOL,CALL_TOOL,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,174,174,0,0,0,0,0,0,0,0,2,1.586555500049144,1.0388517000246793,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,11,PRA_PLUS_MODEL,CALL_TOOL,CALL_TOOL,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,174,174,0,0,0,0,0,0,2,0,2,1.586555500049144,1.0388517000246793,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,11,CCR_TOOL,CALL_TOOL,,RETRIEVE,1,1,1,0,0,0,UNKNOWN,STOCK-02-OK,174,200,27,105,105,0,1,1,0,1,2,1.4540813001804054,1.2963866000063717,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,23,FULL,CALL_TOOL,,,0,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,174,335,0,0,0,0,0,0,0,0,1,0.0,1.9599514999426901,,,1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,23,COMPACT_ONLY,CALL_TOOL,,CONTINUE,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,174,174,0,0,0,0,0,0,0,0,1,0.0,1.0885346999857575,,,1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,23,PRA_AUTO,CALL_TOOL,,PRA_AUTO,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,174,174,0,0,0,0,0,0,2,0,1,0.0,1.0885346999857575,,,1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,23,MODEL_ESCALATION,CALL_TOOL,CALL_TOOL,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,174,174,0,0,0,0,0,0,0,0,2,1.3786418000236154,1.0885346999857575,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,23,PRA_PLUS_MODEL,CALL_TOOL,CALL_TOOL,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,174,174,0,0,0,0,0,0,2,0,2,1.3786418000236154,1.0885346999857575,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,23,CCR_TOOL,CALL_TOOL,,RETRIEVE,1,1,1,0,0,0,UNKNOWN,STOCK-02-OK,174,200,27,105,105,0,1,1,0,1,2,1.3940544999204576,1.5194246999453753,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,37,FULL,CALL_TOOL,,,0,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,174,335,0,0,0,0,0,0,0,0,1,0.0,2.0027930999640375,,,1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,37,COMPACT_ONLY,CALL_TOOL,,CONTINUE,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,174,174,0,0,0,0,0,0,0,0,1,0.0,1.1193985000718385,,,1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,37,PRA_AUTO,CALL_TOOL,,PRA_AUTO,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,174,174,0,0,0,0,0,0,2,0,1,0.0,1.1193985000718385,,,1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,37,MODEL_ESCALATION,CALL_TOOL,CALL_TOOL,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,174,174,0,0,0,0,0,0,0,0,2,1.6132939998060465,1.1193985000718385,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,37,PRA_PLUS_MODEL,CALL_TOOL,CALL_TOOL,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,174,174,0,0,0,0,0,0,2,0,2,1.6132939998060465,1.1193985000718385,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,37,CCR_TOOL,CALL_TOOL,,RETRIEVE,1,1,1,0,0,0,UNKNOWN,STOCK-02-OK,174,200,27,105,105,0,1,1,0,1,2,1.485383299877867,1.3274699000176042,,"<think>

</think>

{""decision"": ""retrieve""}",1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,53,FULL,CALL_TOOL,,,0,0,0,0,1,1,STOCK-02-OK,STOCK-02-OK,174,335,0,0,0,0,0,0,0,0,1,0.0,1.925794499926269,,,1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,53,COMPACT_ONLY,CALL_TOOL,,CONTINUE,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,174,174,0,0,0,0,0,0,0,0,1,0.0,1.081537599908188,,,1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,53,PRA_AUTO,CALL_TOOL,,PRA_AUTO,0,0,0,0,0,0,UNKNOWN,STOCK-02-OK,174,174,0,0,0,0,0,0,2,0,1,0.0,1.081537599908188,,,1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,53,MODEL_ESCALATION,CALL_TOOL,CALL_TOOL,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,174,174,0,0,0,0,0,0,0,0,2,1.5966060999780893,1.081537599908188,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
progressive-context-v1,qwen3:0.6b,c5-inventory,C5_TOOL,53,PRA_PLUS_MODEL,CALL_TOOL,CALL_TOOL,CONTINUE,0,0,1,0,0,0,UNKNOWN,STOCK-02-OK,174,174,0,0,0,0,0,0,2,0,2,1.5966060999780893,1.081537599908188,,"<think>

</think>

{""context_action"":""CONTINUE""}",1
