partition,dataset,example_id,seed,root_mode,root_parent,entry_facet,root_available,K_search,B_ceiling,B_label,theta_edge,theta_goal,max_hops,strategy,different_facet_goal,goal_triggered,goal_correct,false_goal,goal_precision,terminal_parent,terminal_facet,terminal_classification,terminal_text,question,path,path_depth,stop_reason,visited,visited_count,frontier_size,nodes_expanded,raw_proposals,edge_admitted_candidates,duplicate_proposals,cycles_prevented,peak_frontier,goal_tests,goal_comparisons,adjacency_lookup_comparisons,native_dot_products,oracle_parent,oracle_recall,oracle_precision,complete_oracle,later_oracle_recall,chain_complete,search_seconds,goal_test_seconds,cpu_dedup_seconds,root_routing_seconds,graph_index_build_seconds,total_routing_seconds,candidate_tensor_bytes,logical_reference_tokens,logical_parent_count,conceptual_active_parent_count,conceptual_active_parent_fraction,materialized_parent_count,materialized_native_kv_tokens,active_native_kv_fraction,native_kv_bytes,peak_active_parent_count,query_facet_count,query_support_tokens,cpu_reference_cache_bytes,adjacency_cache_bytes,goal_cache_bytes,routing_cache_bytes,h2d_transfer_bytes,h2d_transfer_seconds,prep_baseline_gpu_allocated_bytes,prep_peak_gpu_allocated_bytes,prep_peak_gpu_reserved_bytes,search_peak_gpu_allocated_bytes,search_peak_gpu_reserved_bytes,active_kv_tokens,generation_performed,tpot,theta_edge_label,theta_goal_label,condition_id,root_count_requested
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,23,oracle,[0],"{""0"": 1}",1.0,11,,none,12.308167695999146,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 4, 9, 2, 3, 13, 10, 7, 12, 5]",14,11,5,55,13,42,3,11,13,117,65,194212096,[0],1.0,0.07142857142857142,1.0,1.0,1.0,0.0029323999769985676,0.0009592999704182148,1.6999896615743637e-05,0.0008777999901212752,0.7888813000172377,0.7926914999843575,276,3484,14,14,1.0,0,0,0.0,0,14,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,closed,K11_Bnone_Eq25_Gclosed_H4_best_first_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,23,oracle,[0],"{""0"": 1}",1.0,11,,none,12.308167695999146,-0.20450392365455627,4,beam,False,1.0,0.0,1.0,0.0,1,1,false_semantic_closure,[source token span 256:512],Does RoBERTa outperform BERT?,"[0, 1]",1,goal,"[0, 1]",2,1,1,11,1,0,0,1,1,9,13,194212096,[0],1.0,0.5,1.0,1.0,1.0,0.0003947000368498266,6.890000076964498e-05,5.599984433501959e-06,0.0008777999901212752,0.7888813000172377,0.7901538000442088,276,3484,14,2,0.14285714285714285,0,0,0.0,0,2,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q50,K11_Bnone_Eq25_Gq50_H4_beam_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,23,oracle,[0],"{""0"": 1}",1.0,11,,none,12.308167695999146,-0.1091669201850891,4,beam,False,1.0,0.0,1.0,0.0,1,1,false_semantic_closure,[source token span 256:512],Does RoBERTa outperform BERT?,"[0, 1]",1,goal,"[0, 1]",2,1,1,11,1,0,0,1,1,9,13,194212096,[0],1.0,0.5,1.0,1.0,1.0,0.00039439997635781765,6.859999848529696e-05,5.700043402612209e-06,0.0008777999901212752,0.7888813000172377,0.7901534999837168,276,3484,14,2,0.14285714285714285,0,0,0.0,0,2,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q65,K11_Bnone_Eq25_Gq65_H4_beam_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,23,oracle,[0],"{""0"": 1}",1.0,11,,none,12.308167695999146,-0.036633387207984924,4,beam,False,1.0,0.0,1.0,0.0,1,1,false_semantic_closure,[source token span 256:512],Does RoBERTa outperform BERT?,"[0, 1]",1,goal,"[0, 1]",2,1,1,11,1,0,0,1,1,9,13,194212096,[0],1.0,0.5,1.0,1.0,1.0,0.0003925999626517296,6.86999992467463e-05,5.599984433501959e-06,0.0008777999901212752,0.7888813000172377,0.7901516999700107,276,3484,14,2,0.14285714285714285,0,0,0.0,0,2,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q75,K11_Bnone_Eq25_Gq75_H4_beam_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,23,oracle,[0],"{""0"": 1}",1.0,11,,none,12.308167695999146,0.04641332477331157,4,beam,False,1.0,0.0,1.0,0.0,8,1,false_semantic_closure,[source token span 2048:2304],Does RoBERTa outperform BERT?,"[0, 8]",1,goal,"[0, 1, 8]",3,1,1,11,2,0,0,1,2,18,13,194212096,[0],1.0,0.3333333333333333,1.0,1.0,1.0,0.0012108000228181481,0.0002726000384427607,2.0499981474131346e-05,0.0008777999901212752,0.7888813000172377,0.7909699000301771,276,3484,14,3,0.21428571428571427,0,0,0.0,0,3,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q85,K11_Bnone_Eq25_Gq85_H4_beam_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,23,oracle,[0],"{""0"": 1}",1.0,11,,none,12.308167695999146,0.09909437894821181,4,beam,False,1.0,0.0,1.0,0.0,6,1,false_semantic_closure,[source token span 1536:1792],Does RoBERTa outperform BERT?,"[0, 6]",1,goal,"[0, 1, 8, 6]",4,1,1,11,3,0,0,1,3,27,13,194212096,[0],1.0,0.25,1.0,1.0,1.0,0.0010290999780409038,0.00029850000282749534,1.0600022505968809e-05,0.0008777999901212752,0.7888813000172377,0.7907881999853998,276,3484,14,4,0.2857142857142857,0,0,0.0,0,4,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q90,K11_Bnone_Eq25_Gq90_H4_beam_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,23,oracle,[0],"{""0"": 1}",1.0,11,,none,12.308167695999146,0.17289698421955102,4,beam,False,1.0,0.0,1.0,0.0,4,1,false_semantic_closure,[source token span 1024:1280],Does RoBERTa outperform BERT?,"[0, 1, 4]",2,goal,"[0, 1, 8, 6, 11, 2, 4]",7,4,5,55,6,35,2,4,6,54,65,194212096,[0],1.0,0.14285714285714285,1.0,1.0,1.0,0.0030172000406309962,0.0005023000412620604,0.00012719997903332114,0.0008777999901212752,0.7888813000172377,0.7927763000479899,276,3484,14,7,0.5,0,0,0.0,0,7,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q95,K11_Bnone_Eq25_Gq95_H4_beam_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,23,oracle,[0],"{""0"": 1}",1.0,11,,none,12.308167695999146,,4,beam,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 2, 4, 12, 9, 10, 7, 3, 13, 5]",14,4,13,143,13,117,16,4,13,117,169,194212096,[0],1.0,0.07142857142857142,1.0,1.0,1.0,0.006532599974889308,0.0011193000827915967,0.00017879996448755264,0.0008777999901212752,0.7888813000172377,0.7962916999822482,276,3484,14,14,1.0,0,0,0.0,0,14,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,closed,K11_Bnone_Eq25_Gclosed_H4_beam_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,11,,none,12.308167695999146,-0.20450392365455627,4,breadth_first,False,1.0,0.0,1.0,0.0,13,8,false_semantic_closure,[source token span 3328:3484],Does RoBERTa outperform BERT?,"[0, 13]",1,goal,"[0, 1, 8, 6, 11, 4, 9, 2, 3, 13]",10,1,1,11,9,0,0,1,9,81,13,194212096,[0],1.0,0.1,1.0,1.0,1.0,0.001122599991504103,0.0006681000231765211,8.500006515532732e-06,0.0008663999615237117,0.7888813000172377,0.7908702999702655,276,3484,14,10,0.7142857142857143,0,0,0.0,0,10,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q50,K11_Bnone_Eq25_Gq50_H4_breadth_first_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,11,,none,12.308167695999146,-0.1091669201850891,4,breadth_first,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 4, 9, 2, 3, 13, 10, 7, 12, 5]",14,11,14,154,13,141,7,11,13,117,182,194212096,[0],1.0,0.07142857142857142,1.0,1.0,1.0,0.008542200026568025,0.0009982000337913632,9.899999713525176e-05,0.0008663999615237117,0.7888813000172377,0.7982899000053294,276,3484,14,14,1.0,0,0,0.0,0,14,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q65,K11_Bnone_Eq25_Gq65_H4_breadth_first_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,11,,none,12.308167695999146,-0.036633387207984924,4,breadth_first,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 4, 9, 2, 3, 13, 10, 7, 12, 5]",14,11,14,154,13,141,7,11,13,117,182,194212096,[0],1.0,0.07142857142857142,1.0,1.0,1.0,0.006074399978388101,0.0010336000705137849,6.319995736703277e-05,0.0008663999615237117,0.7888813000172377,0.7958220999571495,276,3484,14,14,1.0,0,0,0.0,0,14,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q75,K11_Bnone_Eq25_Gq75_H4_breadth_first_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,11,,none,12.308167695999146,0.04641332477331157,4,breadth_first,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 4, 9, 2, 3, 13, 10, 7, 12, 5]",14,11,14,154,13,141,7,11,13,117,182,194212096,[0],1.0,0.07142857142857142,1.0,1.0,1.0,0.006589399999938905,0.0009289999725297093,5.9800047893077135e-05,0.0008663999615237117,0.7888813000172377,0.7963370999787003,276,3484,14,14,1.0,0,0,0.0,0,14,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q85,K11_Bnone_Eq25_Gq85_H4_breadth_first_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,11,,none,12.308167695999146,0.09909437894821181,4,breadth_first,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 4, 9, 2, 3, 13, 10, 7, 12, 5]",14,11,14,154,13,141,7,11,13,117,182,194212096,[0],1.0,0.07142857142857142,1.0,1.0,1.0,0.007232500007376075,0.001220499980263412,6.920000305399299e-05,0.0008663999615237117,0.7888813000172377,0.7969801999861374,276,3484,14,14,1.0,0,0,0.0,0,14,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q90,K11_Bnone_Eq25_Gq90_H4_breadth_first_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,11,,none,12.308167695999146,0.17289698421955102,4,breadth_first,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 4, 9, 2, 3, 13, 10, 7, 12, 5]",14,11,14,154,13,141,7,11,13,117,182,194212096,[0],1.0,0.07142857142857142,1.0,1.0,1.0,0.005154699960257858,0.0008233999833464622,5.6800025049597025e-05,0.0008663999615237117,0.7888813000172377,0.7949023999390192,276,3484,14,14,1.0,0,0,0.0,0,14,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q95,K11_Bnone_Eq25_Gq95_H4_breadth_first_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,11,,none,12.308167695999146,,4,breadth_first,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 4, 9, 2, 3, 13, 10, 7, 12, 5]",14,11,14,154,13,141,7,11,13,117,182,194212096,[0],1.0,0.07142857142857142,1.0,1.0,1.0,0.009555399999953806,0.0009389000479131937,0.00011419999646022916,0.0008663999615237117,0.7888813000172377,0.7993030999787152,276,3484,14,14,1.0,0,0,0.0,0,14,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,closed,K11_Bnone_Eq25_Gclosed_H4_breadth_first_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,11,,none,12.308167695999146,-0.20450392365455627,4,best_first,False,1.0,0.0,1.0,0.0,13,8,false_semantic_closure,[source token span 3328:3484],Does RoBERTa outperform BERT?,"[0, 13]",1,goal,"[0, 1, 8, 6, 11, 4, 9, 2, 3, 13]",10,1,1,11,9,0,0,1,9,81,13,194212096,[0],1.0,0.1,1.0,1.0,1.0,0.0014058999950066209,0.0007816000143066049,1.0299962013959885e-05,0.0008663999615237117,0.7888813000172377,0.791153599973768,276,3484,14,10,0.7142857142857143,0,0,0.0,0,10,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q50,K11_Bnone_Eq25_Gq50_H4_best_first_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,11,,none,12.308167695999146,-0.1091669201850891,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 4, 9, 2, 3, 13, 10, 7, 12, 5]",14,11,5,55,13,42,3,11,13,117,65,194212096,[0],1.0,0.07142857142857142,1.0,1.0,1.0,0.003472500015050173,0.001101599948015064,1.910002902150154e-05,0.0008663999615237117,0.7888813000172377,0.7932201999938115,276,3484,14,14,1.0,0,0,0.0,0,14,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q65,K11_Bnone_Eq25_Gq65_H4_best_first_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,11,,none,12.308167695999146,-0.036633387207984924,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 4, 9, 2, 3, 13, 10, 7, 12, 5]",14,11,5,55,13,42,3,11,13,117,65,194212096,[0],1.0,0.07142857142857142,1.0,1.0,1.0,0.003052000014577061,0.0009757999214343727,1.6899954061955214e-05,0.0008663999615237117,0.7888813000172377,0.7927996999933384,276,3484,14,14,1.0,0,0,0.0,0,14,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q75,K11_Bnone_Eq25_Gq75_H4_best_first_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,11,,none,12.308167695999146,0.04641332477331157,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 4, 9, 2, 3, 13, 10, 7, 12, 5]",14,11,5,55,13,42,3,11,13,117,65,194212096,[0],1.0,0.07142857142857142,1.0,1.0,1.0,0.0036865000147372484,0.0011295999865978956,2.1799933165311813e-05,0.0008663999615237117,0.7888813000172377,0.7934341999934986,276,3484,14,14,1.0,0,0,0.0,0,14,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q85,K11_Bnone_Eq25_Gq85_H4_best_first_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,11,,none,12.308167695999146,0.09909437894821181,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 4, 9, 2, 3, 13, 10, 7, 12, 5]",14,11,5,55,13,42,3,11,13,117,65,194212096,[0],1.0,0.07142857142857142,1.0,1.0,1.0,0.0030506000039167702,0.000896599842235446,1.7000013031065464e-05,0.0008663999615237117,0.7888813000172377,0.7927982999826781,276,3484,14,14,1.0,0,0,0.0,0,14,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q90,K11_Bnone_Eq25_Gq90_H4_best_first_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,11,,none,12.308167695999146,0.17289698421955102,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 4, 9, 2, 3, 13, 10, 7, 12, 5]",14,11,5,55,13,42,3,11,13,117,65,194212096,[0],1.0,0.07142857142857142,1.0,1.0,1.0,0.0024648000253364444,0.0008213999681174755,1.5600002370774746e-05,0.0008663999615237117,0.7888813000172377,0.7922125000040978,276,3484,14,14,1.0,0,0,0.0,0,14,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q95,K11_Bnone_Eq25_Gq95_H4_best_first_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,11,,none,12.308167695999146,,4,best_first,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 4, 9, 2, 3, 13, 10, 7, 12, 5]",14,11,5,55,13,42,3,11,13,117,65,194212096,[0],1.0,0.07142857142857142,1.0,1.0,1.0,0.002449300023727119,0.0008180999429896474,1.399993197992444e-05,0.0008663999615237117,0.7888813000172377,0.7921970000024885,276,3484,14,14,1.0,0,0,0.0,0,14,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,closed,K11_Bnone_Eq25_Gclosed_H4_best_first_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,11,,none,12.308167695999146,-0.20450392365455627,4,beam,False,1.0,0.0,1.0,0.0,13,8,false_semantic_closure,[source token span 3328:3484],Does RoBERTa outperform BERT?,"[0, 1, 12, 13]",3,goal,"[0, 1, 8, 6, 11, 2, 4, 12, 9, 10, 7, 3, 13]",13,4,9,99,12,74,7,4,12,108,117,194212096,[0],1.0,0.07692307692307693,1.0,1.0,1.0,0.003586100006941706,0.0007629000465385616,0.00010930001735687256,0.0008663999615237117,0.7888813000172377,0.7933337999857031,276,3484,14,13,0.9285714285714286,0,0,0.0,0,13,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q50,K11_Bnone_Eq25_Gq50_H4_beam_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,11,,none,12.308167695999146,-0.1091669201850891,4,beam,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 2, 4, 12, 9, 10, 7, 3, 13, 5]",14,4,13,143,13,117,16,4,13,117,169,194212096,[0],1.0,0.07142857142857142,1.0,1.0,1.0,0.00725100003182888,0.0009865998872555792,0.00014820002252236009,0.0008663999615237117,0.7888813000172377,0.7969987000105903,276,3484,14,14,1.0,0,0,0.0,0,14,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q65,K11_Bnone_Eq25_Gq65_H4_beam_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,11,,none,12.308167695999146,-0.036633387207984924,4,beam,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 2, 4, 12, 9, 10, 7, 3, 13, 5]",14,4,13,143,13,117,16,4,13,117,169,194212096,[0],1.0,0.07142857142857142,1.0,1.0,1.0,0.00521380000282079,0.0008868000004440546,0.00012649997370317578,0.0008663999615237117,0.7888813000172377,0.7949614999815822,276,3484,14,14,1.0,0,0,0.0,0,14,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q75,K11_Bnone_Eq25_Gq75_H4_beam_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,11,,none,12.308167695999146,0.04641332477331157,4,beam,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 2, 4, 12, 9, 10, 7, 3, 13, 5]",14,4,13,143,13,117,16,4,13,117,169,194212096,[0],1.0,0.07142857142857142,1.0,1.0,1.0,0.005584899976383895,0.0010128000285476446,0.00013619993114843965,0.0008663999615237117,0.7888813000172377,0.7953325999551453,276,3484,14,14,1.0,0,0,0.0,0,14,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q85,K11_Bnone_Eq25_Gq85_H4_beam_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,11,,none,12.308167695999146,0.09909437894821181,4,beam,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 2, 4, 12, 9, 10, 7, 3, 13, 5]",14,4,13,143,13,117,16,4,13,117,169,194212096,[0],1.0,0.07142857142857142,1.0,1.0,1.0,0.007608200015965849,0.0011035000788979232,0.00020510004833340645,0.0008663999615237117,0.7888813000172377,0.7973558999947272,276,3484,14,14,1.0,0,0,0.0,0,14,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q90,K11_Bnone_Eq25_Gq90_H4_beam_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,11,,none,12.308167695999146,0.17289698421955102,4,beam,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 2, 4, 12, 9, 10, 7, 3, 13, 5]",14,4,13,143,13,117,16,4,13,117,169,194212096,[0],1.0,0.07142857142857142,1.0,1.0,1.0,0.0062204000423662364,0.0009851999348029494,0.00017310003750026226,0.0008663999615237117,0.7888813000172377,0.7959681000211276,276,3484,14,14,1.0,0,0,0.0,0,14,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q95,K11_Bnone_Eq25_Gq95_H4_beam_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,37,oracle,[0],"{""0"": 8}",1.0,11,,none,12.308167695999146,,4,beam,False,0.0,0.0,0.0,,,,no_terminal,,Does RoBERTa outperform BERT?,[],,visited_budget,"[0, 1, 8, 6, 11, 2, 4, 12, 9, 10, 7, 3, 13, 5]",14,4,13,143,13,117,16,4,13,117,169,194212096,[0],1.0,0.07142857142857142,1.0,1.0,1.0,0.009250500006601214,0.0013987999991513789,0.0003467999049462378,0.0008663999615237117,0.7888813000172377,0.7989981999853626,276,3484,14,14,1.0,0,0,0.0,0,14,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,closed,K11_Bnone_Eq25_Gclosed_H4_beam_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,53,oracle,[0],"{""0"": 5}",1.0,11,,none,12.308167695999146,-0.20450392365455627,4,breadth_first,False,1.0,0.0,1.0,0.0,1,5,false_semantic_closure,[source token span 256:512],Does RoBERTa outperform BERT?,"[0, 1]",1,goal,"[0, 1]",2,1,1,11,1,0,0,1,1,9,13,194212096,[0],1.0,0.5,1.0,1.0,1.0,0.0004831000114791095,8.189998334273696e-05,8.600007276982069e-06,0.002098900033161044,0.7888813000172377,0.7914633000618778,276,3484,14,2,0.14285714285714285,0,0,0.0,0,2,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q50,K11_Bnone_Eq25_Gq50_H4_breadth_first_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,53,oracle,[0],"{""0"": 5}",1.0,11,,none,12.308167695999146,-0.1091669201850891,4,breadth_first,False,1.0,0.0,1.0,0.0,1,5,false_semantic_closure,[source token span 256:512],Does RoBERTa outperform BERT?,"[0, 1]",1,goal,"[0, 1]",2,1,1,11,1,0,0,1,1,9,13,194212096,[0],1.0,0.5,1.0,1.0,1.0,0.0004730000509880483,8.049997268244624e-05,8.500006515532732e-06,0.002098900033161044,0.7888813000172377,0.7914532001013868,276,3484,14,2,0.14285714285714285,0,0,0.0,0,2,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q65,K11_Bnone_Eq25_Gq65_H4_breadth_first_goal_calibration,1
validation,qasper,2001.02885:96b07373756d7854bccc3c12e8d41454ab8741f5,53,oracle,[0],"{""0"": 5}",1.0,11,,none,12.308167695999146,-0.036633387207984924,4,breadth_first,False,1.0,0.0,1.0,0.0,8,6,false_semantic_closure,[source token span 2048:2304],Does RoBERTa outperform BERT?,"[0, 8]",1,goal,"[0, 1, 8]",3,1,1,11,2,0,0,1,2,18,13,194212096,[0],1.0,0.3333333333333333,1.0,1.0,1.0,0.0005524000152945518,0.0001545000122860074,8.400005754083395e-06,0.002098900033161044,0.7888813000172377,0.7915326000656933,276,3484,14,3,0.21428571428571427,0,0,0.0,0,3,9,9,620984671,784,504,1288,21528840,0.008208700048271567,32609792,187742208,224395264,0,0,0,False,,q25,q75,K11_Bnone_Eq25_Gq75_H4_breadth_first_goal_calibration,1
