channel,evidence_recall,precision,mrr,complete_recovery,top_score,score_gap,score_mean,top1_correct,referential_confidence,selected_chunk_ids,selected_chunks,candidate_chunks,source_tokens,index_bytes,scored_candidates,token_index_queries,model,dataset,example_id,chunk_tokens,routing_layer,routing_layer_offset,chunk_budget,branch_top_k,beam_size
bm25,0.0,0.0,0.0,0,1.0,0.727783203125,-0.6650002797444662,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=464:480,2,48,768,208400,96,2,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,2,1,1
approximate,1.0,0.5,0.5,1,1.0,1.0,-0.2291259765625,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=0:16,2,48,768,208400,96,2,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,2,1,1
hybrid,1.0,0.5,0.5,1,0.83642578125,0.341552734375,0.3837699890136719,0,0.918212890625,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=16:32,2,48,768,208400,96,2,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,2,1,1
ngram,1.0,0.5,0.5,1,-0.7392578125,0.2607421875,-0.99456787109375,0,0.13037109375,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=0:16,2,48,768,208400,96,2,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,2,1,1
edit,1.0,0.5,0.5,1,1.0,1.0,-0.2708333333333333,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=0:16,2,48,768,208400,96,2,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,2,1,1
embedding,1.0,0.5,1.0,1,0.7119140625,0.0009765625,0.6178385416666666,1,0.85595703125,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=16:32|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=208:224,2,48,768,208400,96,2,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,2,1,1
semantic,1.0,0.25,0.5,1,0.82470703125,0.0029296875,0.7583516438802084,0,0.912353515625,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=640:656|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=128:144|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=656:672|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=672:688,4,48,768,208400,144,3,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,4,2,2
exact,0.0,0.0,0.0,0,1.0,0.0,-0.734375,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=288:304|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=464:480|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=624:640|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=672:688,4,48,768,208400,144,3,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,4,2,2
bm25,1.0,0.25,0.25,1,1.0,0.727783203125,-0.6650002797444662,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=432:448|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=672:688|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=128:144,4,48,768,208400,144,3,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,4,2,2
approximate,1.0,0.25,0.5,1,1.0,1.0,-0.2291259765625,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=128:144|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=240:256|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=320:336,4,48,768,208400,144,3,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,4,2,2
hybrid,0.0,0.0,0.0,0,0.83642578125,0.341552734375,0.3837699890136719,0,0.918212890625,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=640:656|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=656:672|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=672:688,4,48,768,208400,144,3,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,4,2,2
ngram,1.0,0.75,0.5,1,-0.7392578125,0.2607421875,-0.99456787109375,0,0.13037109375,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=0:16|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=192:208|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=144:160,4,48,768,208400,144,3,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,4,2,2
edit,1.0,0.25,0.5,1,1.0,1.0,-0.2708333333333333,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=128:144|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=240:256|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=320:336,4,48,768,208400,144,3,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,4,2,2
embedding,1.0,0.25,1.0,1,0.7119140625,0.0009765625,0.6178385416666666,1,0.85595703125,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=16:32|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=672:688|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=208:224|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=464:480,4,48,768,208400,144,3,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,4,2,2
semantic,1.0,0.125,0.5,1,0.82470703125,0.0029296875,0.7583516438802084,0,0.912353515625,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=640:656|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=128:144|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=512:528|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=672:688|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=688:704|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=720:736|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=656:672|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=704:720,8,48,768,208400,240,5,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,8,4,4
exact,0.0,0.0,0.0,0,1.0,0.0,-0.734375,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=288:304|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=464:480|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=624:640|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=704:720|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=544:560|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=672:688|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=720:736|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=752:768,8,48,768,208400,240,5,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,8,4,4
bm25,0.0,0.0,0.0,0,1.0,0.727783203125,-0.6650002797444662,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=432:448|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=704:720|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=480:496|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=640:656|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=624:640|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=672:688|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=528:544,8,48,768,208400,240,5,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,8,4,4
approximate,1.0,0.375,0.5,1,1.0,1.0,-0.2291259765625,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=128:144|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=160:176|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=16:32|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=208:224|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=240:256|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=272:288|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=320:336,8,48,768,208400,240,5,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,8,4,4
hybrid,1.0,0.125,0.3333333333333333,1,0.83642578125,0.341552734375,0.3837699890136719,0,0.918212890625,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=640:656|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=128:144|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=512:528|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=656:672|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=528:544|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=672:688|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=320:336,8,48,768,208400,240,5,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,8,4,4
ngram,1.0,0.5,0.5,1,-0.7392578125,0.2607421875,-0.99456787109375,0,0.13037109375,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=0:16|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=112:128|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=128:144|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=192:208|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=320:336|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=304:320|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=736:752,8,48,768,208400,240,5,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,8,4,4
edit,1.0,0.375,0.5,1,1.0,1.0,-0.2708333333333333,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=128:144|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=160:176|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=16:32|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=208:224|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=240:256|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=272:288|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=320:336,8,48,768,208400,240,5,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,8,4,4
embedding,1.0,0.125,1.0,1,0.7119140625,0.0009765625,0.6178385416666666,1,0.85595703125,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=16:32|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=672:688|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=720:736|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=432:448|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=208:224|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=464:480|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=688:704|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=608:624,8,48,768,208400,240,5,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,29,-1,8,4,4
semantic,0.0,0.0,0.0,0,0.76708984375,0.00439453125,0.69183349609375,0,0.883544921875,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=512:528|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=528:544,2,48,768,208400,96,2,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,2,1,1
exact,0.0,0.0,0.0,0,1.0,0.0,-0.734375,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=288:304|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=464:480,2,48,768,208400,96,2,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,2,1,1
bm25,0.0,0.0,0.0,0,1.0,0.727783203125,-0.6650002797444662,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=464:480,2,48,768,208400,96,2,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,2,1,1
approximate,1.0,0.5,0.5,1,1.0,1.0,-0.2291259765625,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=0:16,2,48,768,208400,96,2,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,2,1,1
hybrid,0.0,0.0,0.0,0,0.79052734375,0.330322265625,0.3438517252604167,0,0.895263671875,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=208:224,2,48,768,208400,96,2,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,2,1,1
ngram,1.0,0.5,0.5,1,-0.7392578125,0.2607421875,-0.99456787109375,0,0.13037109375,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=0:16,2,48,768,208400,96,2,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,2,1,1
edit,1.0,0.5,0.5,1,1.0,1.0,-0.2708333333333333,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=0:16,2,48,768,208400,96,2,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,2,1,1
embedding,1.0,0.5,1.0,1,0.7119140625,0.0009765625,0.6178385416666666,1,0.85595703125,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=16:32|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=208:224,2,48,768,208400,96,2,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,2,1,1
semantic,0.0,0.0,0.0,0,0.76708984375,0.00439453125,0.69183349609375,0,0.883544921875,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=512:528|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=640:656|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=656:672|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=528:544,4,48,768,208400,144,3,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,4,2,2
exact,0.0,0.0,0.0,0,1.0,0.0,-0.734375,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=288:304|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=464:480|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=624:640|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=672:688,4,48,768,208400,144,3,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,4,2,2
bm25,1.0,0.25,0.25,1,1.0,0.727783203125,-0.6650002797444662,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=432:448|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=672:688|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=128:144,4,48,768,208400,144,3,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,4,2,2
approximate,1.0,0.25,0.5,1,1.0,1.0,-0.2291259765625,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=128:144|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=240:256|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=320:336,4,48,768,208400,144,3,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,4,2,2
hybrid,0.0,0.0,0.0,0,0.79052734375,0.330322265625,0.3438517252604167,0,0.895263671875,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=512:528|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=528:544|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=672:688,4,48,768,208400,144,3,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,4,2,2
ngram,1.0,0.75,0.5,1,-0.7392578125,0.2607421875,-0.99456787109375,0,0.13037109375,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=0:16|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=192:208|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=144:160,4,48,768,208400,144,3,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,4,2,2
edit,1.0,0.25,0.5,1,1.0,1.0,-0.2708333333333333,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=128:144|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=240:256|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=320:336,4,48,768,208400,144,3,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,4,2,2
embedding,1.0,0.25,1.0,1,0.7119140625,0.0009765625,0.6178385416666666,1,0.85595703125,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=16:32|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=672:688|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=208:224|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=464:480,4,48,768,208400,144,3,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,4,2,2
semantic,1.0,0.125,0.25,1,0.76708984375,0.00439453125,0.69183349609375,0,0.883544921875,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=512:528|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=640:656|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=672:688|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=128:144|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=688:704|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=720:736|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=656:672|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=528:544,8,48,768,208400,240,5,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,8,4,4
exact,0.0,0.0,0.0,0,1.0,0.0,-0.734375,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=288:304|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=464:480|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=624:640|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=704:720|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=544:560|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=672:688|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=720:736|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=752:768,8,48,768,208400,240,5,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,8,4,4
bm25,0.0,0.0,0.0,0,1.0,0.727783203125,-0.6650002797444662,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=432:448|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=704:720|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=480:496|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=640:656|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=624:640|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=672:688|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=528:544,8,48,768,208400,240,5,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,8,4,4
